Stunden,Neutor (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
4/27/2016 20:00,707,341,366,5,9,wolkig
4/27/2016 21:00,403,184,219,5,7,teilweise bewölkt
4/27/2016 22:00,426,155,271,4,17,teilweise bewölkt
4/27/2016 23:00,365,156,209,4,11,Klarer Himmel
4/28/2016 0:00,225,94,131,2,9,Klarer Himmel
4/28/2016 1:00,93,44,49,2,11,Klarer Himmel
4/28/2016 2:00,72,31,41,2,11,Klarer Himmel
4/28/2016 3:00,70,20,50,2,13,Klarer Himmel
4/28/2016 4:00,79,28,51,1,11,Klarer Himmel
4/28/2016 5:00,83,36,47,2,9,teilweise bewölkt
4/28/2016 6:00,165,133,32,1,11,teilweise bewölkt
4/28/2016 7:00,679,458,221,2,11,teilweise bewölkt
4/28/2016 8:00,1237,727,510,5,19,teilweise bewölkt
4/28/2016 9:00,1050,630,420,7,17,teilweise bewölkt
4/28/2016 10:00,922,554,368,7,13,teilweise bewölkt
4/28/2016 11:00,916,542,374,6,20,Regen
4/28/2016 12:00,1033,482,551,7,9,wolkig
4/28/2016 13:00,1132,519,613,8,22,Regen
4/28/2016 14:00,982,499,483,11,9,teilweise bewölkt
4/28/2016 15:00,1242,676,566,10,17,teilweise bewölkt
4/28/2016 16:00,1230,643,587,10,20,Regen
4/28/2016 17:00,1216,613,603,9,13,wolkig
4/28/2016 18:00,1247,627,620,7,13,wolkig
4/28/2016 19:00,1052,481,571,6,9,wolkig
4/28/2016 20:00,663,314,349,6,13,Klarer Himmel
4/28/2016 21:00,464,248,216,5,9,Klarer Himmel
4/28/2016 22:00,467,244,223,5,9,Klarer Himmel
4/28/2016 23:00,336,141,195,5,9,Klarer Himmel
4/29/2016 0:00,179,67,112,4,9,Klarer Himmel
4/29/2016 1:00,70,23,47,3,7,
4/29/2016 2:00,84,18,66,3,11,
4/29/2016 3:00,61,9,52,3,15,Klarer Himmel
4/29/2016 4:00,67,18,49,3,15,Klarer Himmel
4/29/2016 5:00,50,30,20,4,17,Klarer Himmel
4/29/2016 6:00,150,117,33,4,17,Klarer Himmel
4/29/2016 7:00,644,427,217,6,20,Klarer Himmel
4/29/2016 8:00,1108,689,419,8,19,Klarer Himmel
4/29/2016 9:00,833,491,342,10,26,wolkig
4/29/2016 10:00,875,451,424,10,33,wolkig
4/29/2016 11:00,751,453,298,10,26,wolkig
4/29/2016 12:00,925,456,469,11,26,Regen
4/29/2016 13:00,933,480,453,11,26,Regen
4/29/2016 14:00,817,384,433,8,17,Regen
4/29/2016 15:00,720,392,328,8,13,Regen
4/29/2016 16:00,711,395,316,9,20,Regen
4/29/2016 17:00,814,435,379,9,17,Regen
4/29/2016 18:00,772,405,367,8,19,Regen
4/29/2016 19:00,561,277,284,7,11,Regen
4/29/2016 20:00,506,289,217,7,11,wolkig
4/29/2016 21:00,385,221,164,7,17,wolkig
4/29/2016 22:00,273,131,142,7,13,Klarer Himmel
4/29/2016 23:00,216,100,116,7,9,Klarer Himmel
4/30/2016 0:00,266,97,169,6,7,Klarer Himmel
4/30/2016 1:00,161,52,109,6,7,Klarer Himmel
4/30/2016 2:00,147,49,98,6,7,Klarer Himmel
4/30/2016 3:00,144,30,114,7,7,Regen
4/30/2016 4:00,80,12,68,6,13,Regen
4/30/2016 5:00,55,16,39,5,6,Regen
4/30/2016 6:00,56,27,29,5,4,Regen
4/30/2016 7:00,90,68,22,5,6,Regen
4/30/2016 8:00,147,98,49,6,9,Regen
4/30/2016 9:00,269,199,70,7,7,Regen
4/30/2016 10:00,329,229,100,8,6,Regen
4/30/2016 11:00,383,254,129,8,6,Regen
4/30/2016 12:00,510,326,184,9,4,Regen
4/30/2016 13:00,445,246,199,8,6,Regen
4/30/2016 14:00,558,295,263,10,7,wolkig
4/30/2016 15:00,539,252,287,10,6,wolkig
4/30/2016 16:00,462,191,271,10,4,wolkig
4/30/2016 17:00,522,221,301,11,2,wolkig
4/30/2016 18:00,501,228,273,10,7,wolkig
4/30/2016 19:00,542,306,236,10,6,wolkig
4/30/2016 20:00,507,257,250,9,4,wolkig
4/30/2016 21:00,291,180,111,9,17,wolkig
4/30/2016 22:00,240,131,109,8,17,Klarer Himmel
4/30/2016 23:00,266,143,123,6,15,Klarer Himmel
5/1/2016 0:00,313,178,135,6,15,Klarer Himmel
5/1/2016 1:00,309,129,180,6,13,wolkig
5/1/2016 2:00,205,45,160,6,11,wolkig
5/1/2016 3:00,167,38,129,6,13,wolkig
5/1/2016 4:00,167,25,142,5,13,wolkig
5/1/2016 5:00,71,18,53,5,13,wolkig
5/1/2016 6:00,44,19,25,5,9,wolkig
5/1/2016 7:00,54,40,14,6,17,wolkig
5/1/2016 8:00,72,48,24,7,17,wolkig
5/1/2016 9:00,140,97,43,8,17,wolkig
5/1/2016 10:00,306,235,71,9,19,wolkig
5/1/2016 11:00,412,253,159,11,20,teilweise bewölkt
5/1/2016 12:00,579,384,195,12,19,teilweise bewölkt
5/1/2016 13:00,703,483,220,13,17,teilweise bewölkt
5/1/2016 14:00,741,490,251,13,19,teilweise bewölkt
5/1/2016 15:00,805,472,333,14,19,teilweise bewölkt
5/1/2016 16:00,734,394,340,14,17,teilweise bewölkt
5/1/2016 17:00,722,311,411,14,19,Klarer Himmel
5/1/2016 18:00,608,253,355,14,15,Klarer Himmel
5/1/2016 19:00,601,230,371,13,15,Klarer Himmel
5/1/2016 20:00,479,173,306,11,11,Klarer Himmel
5/1/2016 21:00,374,123,251,9,6,Klarer Himmel
5/1/2016 22:00,263,67,196,7,4,Klarer Himmel
5/1/2016 23:00,139,47,92,7,2,Klarer Himmel
5/2/2016 0:00,94,36,58,6,2,Klarer Himmel
5/2/2016 1:00,24,8,16,5,2,Klarer Himmel
5/2/2016 2:00,16,6,10,4,0,Klarer Himmel
5/2/2016 3:00,4,3,1,3,2,Klarer Himmel
5/2/2016 4:00,12,4,8,3,2,Klarer Himmel
5/2/2016 5:00,51,38,13,2,2,Nebel
5/2/2016 6:00,172,129,43,3,2,Nebel
5/2/2016 7:00,807,551,256,6,0,Klarer Himmel
5/2/2016 8:00,1140,688,452,9,6,Klarer Himmel
5/2/2016 9:00,893,493,400,12,4,Klarer Himmel
5/2/2016 10:00,1037,589,448,14,2,
5/2/2016 11:00,942,522,420,16,7,teilweise bewölkt
5/2/2016 12:00,1102,556,546,18,11,teilweise bewölkt
5/2/2016 13:00,1111,548,563,18,9,Klarer Himmel
5/2/2016 14:00,1009,604,405,19,9,Klarer Himmel
5/2/2016 15:00,1413,737,676,19,6,Klarer Himmel
5/2/2016 16:00,1450,773,677,19,9,Klarer Himmel
5/2/2016 17:00,1758,853,905,19,11,Klarer Himmel
5/2/2016 18:00,1463,639,824,19,7,Klarer Himmel
5/2/2016 19:00,1260,571,689,17,7,Klarer Himmel
5/2/2016 20:00,842,370,472,15,7,Klarer Himmel
5/2/2016 21:00,604,250,354,13,4,Klarer Himmel
5/2/2016 22:00,418,170,248,12,6,Klarer Himmel
5/2/2016 23:00,255,106,149,11,2,Klarer Himmel
5/3/2016 0:00,103,25,78,13,7,Klarer Himmel
5/3/2016 1:00,51,19,32,13,9,Klarer Himmel
5/3/2016 2:00,16,7,9,12,9,Klarer Himmel
5/3/2016 3:00,8,5,3,12,7,wolkig
5/3/2016 4:00,8,5,3,12,7,wolkig
5/3/2016 5:00,37,30,7,12,7,wolkig
5/3/2016 6:00,158,119,39,9,17,Regen
5/3/2016 7:00,540,349,191,8,11,Regen
5/3/2016 8:00,1135,685,450,9,11,wolkig
5/3/2016 9:00,1042,553,489,9,20,wolkig
5/3/2016 10:00,1031,566,465,11,17,teilweise bewölkt
5/3/2016 11:00,946,534,412,13,19,teilweise bewölkt
5/3/2016 12:00,1117,581,536,12,26,Regen
5/3/2016 13:00,1076,544,532,14,17,teilweise bewölkt
5/3/2016 14:00,1083,548,535,14,24,teilweise bewölkt
5/3/2016 15:00,1186,596,590,14,26,teilweise bewölkt
5/3/2016 16:00,1335,666,669,14,24,teilweise bewölkt
5/3/2016 17:00,1571,780,791,14,20,Klarer Himmel
5/3/2016 18:00,1386,730,656,14,22,Klarer Himmel
5/3/2016 19:00,1246,678,568,12,26,Klarer Himmel
5/3/2016 20:00,974,454,520,11,13,Klarer Himmel
5/3/2016 21:00,549,225,324,10,11,Klarer Himmel
5/3/2016 22:00,546,192,354,8,9,Klarer Himmel
5/3/2016 23:00,369,126,243,6,4,Klarer Himmel
5/4/2016 0:00,137,39,98,5,4,Klarer Himmel
5/4/2016 1:00,55,12,43,4,2,Klarer Himmel
5/4/2016 2:00,21,10,11,3,0,Klarer Himmel
5/4/2016 3:00,9,0,9,2,2,Klarer Himmel
5/4/2016 4:00,11,9,2,2,4,Nebel
5/4/2016 5:00,50,39,11,1,0,Nebel
5/4/2016 6:00,188,151,37,1,0,Nebel
5/4/2016 7:00,945,660,285,5,2,Klarer Himmel
5/4/2016 8:00,1358,758,600,9,2,teilweise bewölkt
5/4/2016 9:00,1081,636,445,10,9,teilweise bewölkt
5/4/2016 10:00,1169,657,512,10,6,teilweise bewölkt
5/4/2016 11:00,1021,599,422,12,11,teilweise bewölkt
5/4/2016 12:00,1209,654,555,12,6,teilweise bewölkt
5/4/2016 13:00,1167,609,558,13,9,teilweise bewölkt
5/4/2016 14:00,1216,578,638,13,11,Klarer Himmel
5/4/2016 15:00,1249,621,628,15,6,Klarer Himmel
5/4/2016 16:00,1344,657,687,15,6,Klarer Himmel
5/4/2016 17:00,1465,722,743,15,9,Klarer Himmel
5/4/2016 18:00,1281,630,651,15,6,Klarer Himmel
5/4/2016 19:00,1224,646,578,14,7,Klarer Himmel
5/4/2016 20:00,896,417,479,12,4,Klarer Himmel
5/4/2016 21:00,688,280,408,10,4,Klarer Himmel
5/4/2016 22:00,567,220,347,7,4,Klarer Himmel
5/4/2016 23:00,459,179,280,8,4,Klarer Himmel
5/5/2016 0:00,518,283,235,7,4,Klarer Himmel
5/5/2016 1:00,403,189,214,6,6,Klarer Himmel
5/5/2016 2:00,242,91,151,4,4,Klarer Himmel
5/5/2016 3:00,226,90,136,5,6,Klarer Himmel
5/5/2016 4:00,167,71,96,4,4,Klarer Himmel
5/5/2016 5:00,95,36,59,3,4,Klarer Himmel
5/5/2016 6:00,56,34,22,7,7,Klarer Himmel
5/5/2016 7:00,95,77,18,9,7,Klarer Himmel
5/5/2016 8:00,160,114,46,11,9,Klarer Himmel
5/5/2016 9:00,276,192,84,13,9,Klarer Himmel
5/5/2016 10:00,378,246,132,14,17,Klarer Himmel
5/5/2016 11:00,417,215,202,16,17,Klarer Himmel
5/5/2016 12:00,610,350,260,17,11,Klarer Himmel
5/5/2016 13:00,607,350,257,18,11,Klarer Himmel
5/5/2016 14:00,796,498,298,18,13,Klarer Himmel
5/5/2016 15:00,722,423,299,18,19,Klarer Himmel
5/5/2016 16:00,748,417,331,19,13,Klarer Himmel
5/5/2016 17:00,792,368,424,19,15,Klarer Himmel
5/5/2016 18:00,762,363,399,19,13,Klarer Himmel
5/5/2016 19:00,635,238,397,18,7,Klarer Himmel
5/5/2016 20:00,507,175,332,17,6,Klarer Himmel
5/5/2016 21:00,364,158,206,15,7,Klarer Himmel
5/5/2016 22:00,316,113,203,14,6,Klarer Himmel
5/5/2016 23:00,228,76,152,13,7,Klarer Himmel
5/6/2016 0:00,155,43,112,13,7,Klarer Himmel
5/6/2016 1:00,80,23,57,13,7,Klarer Himmel
5/6/2016 2:00,31,8,23,12,7,Klarer Himmel
5/6/2016 3:00,16,6,10,12,7,Klarer Himmel
5/6/2016 4:00,23,10,13,11,7,Klarer Himmel
5/6/2016 5:00,37,26,11,11,7,Klarer Himmel
5/6/2016 6:00,119,89,30,12,7,Klarer Himmel
5/6/2016 7:00,437,304,133,13,9,Klarer Himmel
5/6/2016 8:00,814,495,319,15,11,Klarer Himmel
5/6/2016 9:00,720,483,237,17,17,Klarer Himmel
5/6/2016 10:00,880,505,375,18,17,Klarer Himmel
5/6/2016 11:00,893,543,350,20,13,Klarer Himmel
5/6/2016 12:00,945,521,424,21,19,Klarer Himmel
5/6/2016 13:00,1027,534,493,23,20,Klarer Himmel
5/6/2016 14:00,987,482,505,23,19,Klarer Himmel
5/6/2016 15:00,1003,522,481,24,19,Klarer Himmel
5/6/2016 16:00,1006,528,478,25,17,Klarer Himmel
5/6/2016 17:00,1098,525,573,25,19,Klarer Himmel
5/6/2016 18:00,1007,508,499,24,17,Klarer Himmel
5/6/2016 19:00,982,519,463,24,13,Klarer Himmel
5/6/2016 20:00,669,305,364,22,7,Klarer Himmel
5/6/2016 21:00,473,199,274,19,6,Klarer Himmel
5/6/2016 22:00,473,143,330,18,6,Klarer Himmel
5/6/2016 23:00,319,106,213,17,6,Klarer Himmel
5/7/2016 0:00,344,90,254,16,7,Klarer Himmel
5/7/2016 1:00,240,73,167,16,6,Klarer Himmel
5/7/2016 2:00,145,51,94,15,6,Klarer Himmel
5/7/2016 3:00,127,30,97,14,6,Klarer Himmel
5/7/2016 4:00,67,22,45,14,7,Klarer Himmel
5/7/2016 5:00,53,25,28,13,7,Klarer Himmel
5/7/2016 6:00,62,41,21,14,9,Klarer Himmel
5/7/2016 7:00,145,119,26,16,9,Klarer Himmel
5/7/2016 8:00,274,194,80,18,11,Klarer Himmel
5/7/2016 9:00,441,308,133,20,9,Klarer Himmel
5/7/2016 10:00,627,425,202,22,11,Klarer Himmel
5/7/2016 11:00,681,465,216,23,17,Klarer Himmel
5/7/2016 12:00,792,503,289,24,17,Klarer Himmel
5/7/2016 13:00,744,410,334,25,19,Klarer Himmel
5/7/2016 14:00,750,385,365,25,17,Klarer Himmel
5/7/2016 15:00,851,414,437,25,17,Klarer Himmel
5/7/2016 16:00,725,298,427,25,22,Klarer Himmel
5/7/2016 17:00,776,356,420,25,17,Klarer Himmel
5/7/2016 18:00,758,356,402,25,15,Klarer Himmel
5/7/2016 19:00,713,359,354,24,11,Klarer Himmel
5/7/2016 20:00,624,256,368,22,7,Klarer Himmel
5/7/2016 21:00,469,202,267,20,9,Klarer Himmel
5/7/2016 22:00,415,193,222,20,9,Klarer Himmel
5/7/2016 23:00,428,213,215,18,7,Klarer Himmel
5/8/2016 0:00,295,126,169,18,11,Klarer Himmel
5/8/2016 1:00,210,82,128,17,9,Klarer Himmel
5/8/2016 2:00,153,26,127,16,7,Klarer Himmel
5/8/2016 3:00,91,13,78,16,9,Klarer Himmel
5/8/2016 4:00,49,15,34,15,9,Klarer Himmel
5/8/2016 5:00,46,18,28,15,13,Klarer Himmel
5/8/2016 6:00,42,22,20,16,11,Klarer Himmel
5/8/2016 7:00,48,29,19,17,11,Klarer Himmel
5/8/2016 8:00,73,35,38,18,15,Klarer Himmel
5/8/2016 9:00,231,175,56,20,15,Klarer Himmel
5/8/2016 10:00,405,258,147,22,17,Klarer Himmel
5/8/2016 11:00,356,215,141,23,20,Klarer Himmel
5/8/2016 12:00,580,383,197,23,20,Klarer Himmel
5/8/2016 13:00,624,378,246,23,19,Klarer Himmel
5/8/2016 14:00,629,349,280,24,19,Klarer Himmel
5/8/2016 15:00,695,385,310,25,19,Klarer Himmel
5/8/2016 16:00,725,328,397,25,19,Klarer Himmel
5/8/2016 17:00,686,312,374,24,19,Klarer Himmel
5/8/2016 18:00,598,252,346,24,17,Klarer Himmel
5/8/2016 19:00,547,216,331,23,17,Klarer Himmel
5/8/2016 20:00,484,215,269,21,11,Klarer Himmel
5/8/2016 21:00,307,110,197,20,9,Klarer Himmel
5/8/2016 22:00,330,94,236,19,9,Klarer Himmel
5/8/2016 23:00,167,47,120,18,9,Klarer Himmel
5/9/2016 0:00,63,27,36,18,13,Klarer Himmel
5/9/2016 1:00,30,12,18,17,11,Klarer Himmel
5/9/2016 2:00,12,2,10,17,11,Klarer Himmel
5/9/2016 3:00,1,0,1,16,11,Klarer Himmel
5/9/2016 4:00,9,5,4,16,9,Klarer Himmel
5/9/2016 5:00,43,29,14,16,11,Klarer Himmel
5/9/2016 6:00,177,134,43,16,9,Klarer Himmel
5/9/2016 7:00,824,559,265,18,11,Klarer Himmel
5/9/2016 8:00,1255,703,552,19,15,Klarer Himmel
5/9/2016 9:00,935,540,395,19,13,Klarer Himmel
5/9/2016 10:00,1032,558,474,21,13,Klarer Himmel
5/9/2016 11:00,976,484,492,22,19,Klarer Himmel
5/9/2016 12:00,1168,571,597,22,17,Klarer Himmel
5/9/2016 13:00,1058,517,541,23,17,Klarer Himmel
5/9/2016 14:00,1186,586,600,24,17,Klarer Himmel
5/9/2016 15:00,1470,691,779,25,20,Klarer Himmel
5/9/2016 16:00,1400,673,727,25,22,Klarer Himmel
5/9/2016 17:00,1745,857,888,25,20,Klarer Himmel
5/9/2016 18:00,1663,815,848,24,17,Klarer Himmel
5/9/2016 19:00,1239,650,589,23,11,Klarer Himmel
5/9/2016 20:00,936,436,500,21,7,Klarer Himmel
5/9/2016 21:00,637,245,392,20,7,Klarer Himmel
5/9/2016 22:00,524,159,365,19,7,Klarer Himmel
5/9/2016 23:00,313,110,203,18,9,Klarer Himmel
5/10/2016 0:00,137,61,76,18,7,Klarer Himmel
5/10/2016 1:00,46,15,31,17,9,Klarer Himmel
5/10/2016 2:00,23,7,16,17,9,Klarer Himmel
5/10/2016 3:00,14,7,7,16,7,Klarer Himmel
5/10/2016 4:00,14,12,2,16,7,Klarer Himmel
5/10/2016 5:00,52,31,21,16,9,wolkig
5/10/2016 6:00,201,145,56,16,9,Klarer Himmel
5/10/2016 7:00,940,623,317,17,9,Klarer Himmel
5/10/2016 8:00,1442,824,618,19,13,Klarer Himmel
5/10/2016 9:00,1290,659,631,21,11,Klarer Himmel
5/10/2016 10:00,1204,656,548,22,13,Klarer Himmel
5/10/2016 11:00,1022,556,466,23,20,Klarer Himmel
5/10/2016 12:00,1240,599,641,24,20,Klarer Himmel
5/10/2016 13:00,1185,583,602,24,13,Klarer Himmel
5/10/2016 14:00,1301,629,672,24,13,Klarer Himmel
5/10/2016 15:00,1398,686,712,24,15,Klarer Himmel
5/10/2016 16:00,1513,782,731,24,13,Klarer Himmel
5/10/2016 17:00,1845,1014,831,24,9,Klarer Himmel
5/10/2016 18:00,1615,760,855,23,9,Klarer Himmel
5/10/2016 19:00,1432,716,716,22,7,Klarer Himmel
5/10/2016 20:00,914,426,488,21,7,Klarer Himmel
5/10/2016 21:00,672,280,392,21,9,Klarer Himmel
5/10/2016 22:00,600,219,381,20,9,Klarer Himmel
5/10/2016 23:00,365,116,249,19,6,Klarer Himmel
5/11/2016 0:00,188,56,132,19,6,Klarer Himmel
5/11/2016 1:00,109,18,91,18,4,Klarer Himmel
5/11/2016 2:00,46,12,34,18,4,Klarer Himmel
5/11/2016 3:00,19,9,10,17,4,Klarer Himmel
5/11/2016 4:00,27,14,13,17,6,Klarer Himmel
5/11/2016 5:00,54,39,15,16,6,Klarer Himmel
5/11/2016 6:00,214,152,62,16,6,Klarer Himmel
5/11/2016 7:00,1020,736,284,18,7,Klarer Himmel
5/11/2016 8:00,1413,737,676,19,7,Klarer Himmel
5/11/2016 9:00,1153,661,492,19,7,Klarer Himmel
5/11/2016 10:00,1245,646,599,22,9,
5/11/2016 11:00,1135,638,497,23,11,teilweise bewölkt
5/11/2016 12:00,1267,683,584,23,17,Klarer Himmel
5/11/2016 13:00,1219,612,607,24,15,Klarer Himmel
5/11/2016 14:00,1235,597,638,25,17,Klarer Himmel
5/11/2016 15:00,1300,627,673,26,15,Klarer Himmel
5/11/2016 16:00,1497,758,739,25,19,Klarer Himmel
5/11/2016 17:00,1584,827,757,25,20,Klarer Himmel
5/11/2016 18:00,1545,796,749,24,17,Klarer Himmel
5/11/2016 19:00,1358,711,647,22,13,Klarer Himmel
5/11/2016 20:00,950,446,504,21,13,Klarer Himmel
5/11/2016 21:00,719,289,430,20,11,Klarer Himmel
5/11/2016 22:00,708,263,445,19,7,Klarer Himmel
5/11/2016 23:00,464,177,287,18,9,Klarer Himmel
5/12/2016 0:00,346,164,182,17,7,Klarer Himmel
5/12/2016 1:00,201,50,151,16,7,Klarer Himmel
5/12/2016 2:00,111,30,81,15,11,Klarer Himmel
5/12/2016 3:00,98,33,65,15,9,Klarer Himmel
5/12/2016 4:00,59,20,39,15,9,Klarer Himmel
5/12/2016 5:00,73,37,36,14,13,Klarer Himmel
5/12/2016 6:00,211,156,55,15,15,Klarer Himmel
5/12/2016 7:00,878,573,305,16,13,Klarer Himmel
5/12/2016 8:00,1284,646,638,18,15,Klarer Himmel
5/12/2016 9:00,1055,602,453,20,19,Klarer Himmel
5/12/2016 10:00,1112,569,543,21,19,Klarer Himmel
5/12/2016 11:00,1092,601,491,22,19,Klarer Himmel
5/12/2016 12:00,1165,585,580,24,17,Klarer Himmel
5/12/2016 13:00,1240,582,658,24,22,Klarer Himmel
5/12/2016 14:00,1314,673,641,24,20,Klarer Himmel
5/12/2016 15:00,1368,727,641,24,19,Klarer Himmel
5/12/2016 16:00,1432,757,675,25,15,Klarer Himmel
5/12/2016 17:00,1531,756,775,23,17,Klarer Himmel
5/12/2016 18:00,1416,682,734,24,17,Klarer Himmel
5/12/2016 19:00,1160,586,574,23,15,Klarer Himmel
5/12/2016 20:00,889,407,482,21,7,Klarer Himmel
5/12/2016 21:00,634,294,340,19,11,Klarer Himmel
5/12/2016 22:00,488,194,294,19,19,Klarer Himmel
5/12/2016 23:00,548,259,289,18,17,Klarer Himmel
5/13/2016 0:00,296,168,128,17,11,Klarer Himmel
5/13/2016 1:00,171,58,113,16,11,Klarer Himmel
5/13/2016 2:00,118,18,100,15,15,Klarer Himmel
5/13/2016 3:00,93,4,89,14,17,Klarer Himmel
5/13/2016 4:00,70,19,51,13,13,Klarer Himmel
5/13/2016 5:00,68,32,36,11,11,Klarer Himmel
5/13/2016 6:00,168,113,55,12,11,Klarer Himmel
5/13/2016 7:00,724,483,241,13,17,Klarer Himmel
5/13/2016 8:00,1094,662,432,15,15,Klarer Himmel
5/13/2016 9:00,845,462,383,17,9,Klarer Himmel
5/13/2016 10:00,841,442,399,19,13,Klarer Himmel
5/13/2016 11:00,899,513,386,20,24,Klarer Himmel
5/13/2016 12:00,958,539,419,22,17,Klarer Himmel
5/13/2016 13:00,1060,534,526,22,22,Klarer Himmel
5/13/2016 14:00,1040,492,548,22,24,Klarer Himmel
5/13/2016 15:00,1038,539,499,23,22,Klarer Himmel
5/13/2016 16:00,946,496,450,21,24,Klarer Himmel
5/13/2016 17:00,1010,519,491,22,24,Klarer Himmel
5/13/2016 18:00,912,491,421,21,26,Klarer Himmel
5/13/2016 19:00,841,453,388,19,24,Klarer Himmel
5/13/2016 20:00,665,336,329,16,20,Klarer Himmel
5/13/2016 21:00,538,240,298,13,22,Klarer Himmel
5/13/2016 22:00,372,160,212,11,24,Klarer Himmel
5/13/2016 23:00,328,154,174,9,20,Klarer Himmel
5/14/2016 0:00,246,86,160,9,19,wolkig
5/14/2016 1:00,240,76,164,8,20,wolkig
5/14/2016 2:00,128,47,81,8,15,wolkig
5/14/2016 3:00,105,33,72,8,15,wolkig
5/14/2016 4:00,83,21,62,8,13,wolkig
5/14/2016 5:00,65,22,43,7,11,wolkig
5/14/2016 6:00,58,34,24,7,9,wolkig
5/14/2016 7:00,166,127,39,8,17,wolkig
5/14/2016 8:00,234,169,65,8,19,wolkig
5/14/2016 9:00,310,227,83,9,19,wolkig
5/14/2016 10:00,446,320,126,10,20,wolkig
5/14/2016 11:00,476,317,159,10,19,teilweise bewölkt
5/14/2016 12:00,542,325,217,11,20,wolkig
5/14/2016 13:00,519,264,255,11,22,wolkig
5/14/2016 14:00,481,233,248,12,19,teilweise bewölkt
5/14/2016 15:00,488,238,250,11,20,teilweise bewölkt
5/14/2016 16:00,385,189,196,9,20,Regen
5/14/2016 17:00,391,171,220,10,20,Regen
5/14/2016 18:00,427,175,252,9,20,Regen
5/14/2016 19:00,350,170,180,9,20,Regen
5/14/2016 20:00,363,178,185,8,15,teilweise bewölkt
5/14/2016 21:00,225,109,116,7,19,teilweise bewölkt
5/14/2016 22:00,211,85,126,7,17,Regen
5/14/2016 23:00,185,80,105,5,15,teilweise bewölkt
5/15/2016 0:00,166,77,89,5,19,Klarer Himmel
5/15/2016 1:00,159,76,83,5,15,teilweise bewölkt
5/15/2016 2:00,103,40,63,5,13,teilweise bewölkt
5/15/2016 3:00,88,20,68,5,15,teilweise bewölkt
5/15/2016 4:00,54,8,46,4,15,teilweise bewölkt
5/15/2016 5:00,46,13,33,4,15,teilweise bewölkt
5/15/2016 6:00,27,16,11,6,19,teilweise bewölkt
5/15/2016 7:00,53,31,22,7,20,teilweise bewölkt
5/15/2016 8:00,44,28,16,8,22,wolkig
5/15/2016 9:00,154,101,53,9,22,teilweise bewölkt
5/15/2016 10:00,235,145,90,10,26,wolkig
5/15/2016 11:00,228,122,106,8,13,teilweise bewölkt
5/15/2016 12:00,219,118,101,8,15,teilweise bewölkt
5/15/2016 13:00,184,99,85,12,24,teilweise bewölkt
5/15/2016 14:00,210,122,88,10,22,Regen
5/15/2016 15:00,222,120,102,12,28,teilweise bewölkt
5/15/2016 16:00,217,111,106,10,20,Regen
5/15/2016 17:00,260,143,117,9,9,wolkig
5/15/2016 18:00,289,150,139,10,11,wolkig
5/15/2016 19:00,234,101,133,9,22,wolkig
5/15/2016 20:00,216,106,110,8,15,teilweise bewölkt
5/15/2016 21:00,176,93,83,7,11,teilweise bewölkt
5/15/2016 22:00,154,76,78,6,9,Klarer Himmel
5/15/2016 23:00,137,52,85,5,7,Klarer Himmel
5/16/2016 0:00,123,61,62,4,6,Klarer Himmel
5/16/2016 1:00,88,37,51,3,6,Klarer Himmel
5/16/2016 2:00,45,11,34,3,7,Klarer Himmel
5/16/2016 3:00,21,3,18,2,7,Klarer Himmel
5/16/2016 4:00,34,10,24,3,6,Nebel
5/16/2016 5:00,17,8,9,3,6,Nebel
5/16/2016 6:00,16,7,9,3,2,Nebel
5/16/2016 7:00,47,30,17,6,9,teilweise bewölkt
5/16/2016 8:00,74,51,23,8,9,wolkig
5/16/2016 9:00,154,95,59,9,13,wolkig
5/16/2016 10:00,227,107,120,10,15,teilweise bewölkt
5/16/2016 11:00,257,163,94,11,9,teilweise bewölkt
5/16/2016 12:00,268,141,127,11,11,teilweise bewölkt
5/16/2016 13:00,320,166,154,12,13,wolkig
5/16/2016 14:00,351,184,167,12,19,wolkig
5/16/2016 15:00,328,199,129,13,20,wolkig
5/16/2016 16:00,317,155,162,12,22,wolkig
5/16/2016 17:00,324,139,185,12,26,wolkig
5/16/2016 18:00,356,187,169,12,13,teilweise bewölkt
5/16/2016 19:00,283,146,137,11,17,wolkig
5/16/2016 20:00,270,136,134,11,13,wolkig
5/16/2016 21:00,164,61,103,10,17,wolkig
5/16/2016 22:00,160,59,101,9,15,Klarer Himmel
5/16/2016 23:00,154,64,90,9,11,Klarer Himmel
5/17/2016 0:00,59,16,43,9,11,wolkig
5/17/2016 1:00,34,9,25,9,11,wolkig
5/17/2016 2:00,20,6,14,8,11,wolkig
5/17/2016 3:00,5,2,3,8,11,wolkig
5/17/2016 4:00,15,8,7,9,13,wolkig
5/17/2016 5:00,54,35,19,9,11,wolkig
5/17/2016 6:00,172,125,47,9,11,wolkig
5/17/2016 7:00,458,295,163,9,11,wolkig
5/17/2016 8:00,802,486,316,10,11,wolkig
5/17/2016 9:00,577,335,242,11,11,wolkig
5/17/2016 10:00,507,315,192,12,11,teilweise bewölkt
5/17/2016 11:00,536,301,235,14,20,teilweise bewölkt
5/17/2016 12:00,577,310,267,15,19,wolkig
5/17/2016 13:00,605,300,305,15,19,wolkig
5/17/2016 14:00,634,325,309,15,17,teilweise bewölkt
5/17/2016 15:00,701,383,318,17,17,teilweise bewölkt
