Stunden,Neutor (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
10/27/2016 3:00,72,technische Störung,72,9,7,wolkig
10/27/2016 4:00,39,technische Störung,39,9,7,wolkig
10/27/2016 5:00,34,technische Störung,34,9,6,wolkig
10/27/2016 6:00,59,technische Störung,59,9,7,wolkig
10/27/2016 7:00,512,technische Störung,512,10,9,wolkig
10/27/2016 8:00,505,technische Störung,505,10,9,wolkig
10/27/2016 9:00,625,technische Störung,625,10,9,wolkig
10/27/2016 10:00,367,technische Störung,367,10,11,wolkig
10/27/2016 11:00,750,technische Störung,750,11,11,wolkig
10/27/2016 12:00,609,93,516,12,13,wolkig
10/27/2016 13:00,1308,578,730,12,13,wolkig
10/27/2016 14:00,1001,526,475,12,15,wolkig
10/27/2016 15:00,1458,770,688,12,17,wolkig
10/27/2016 16:00,1225,658,567,12,11,wolkig
10/27/2016 17:00,1702,924,778,12,13,wolkig
10/27/2016 18:00,1349,706,643,11,11,wolkig
10/27/2016 19:00,1141,530,611,11,9,wolkig
10/27/2016 20:00,789,362,427,11,13,wolkig
10/27/2016 21:00,593,257,336,11,13,wolkig
10/27/2016 22:00,518,174,344,11,11,teilweise bewölkt
10/27/2016 23:00,279,91,188,11,17,wolkig
10/28/2016 0:00,160,56,104,11,17,wolkig
10/28/2016 1:00,82,21,61,12,15,wolkig
10/28/2016 2:00,38,6,32,11,15,teilweise bewölkt
10/28/2016 3:00,40,6,34,12,17,wolkig
10/28/2016 4:00,38,14,24,12,19,wolkig
10/28/2016 5:00,50,28,22,12,19,wolkig
10/28/2016 6:00,172,115,57,12,17,wolkig
10/28/2016 7:00,889,479,410,12,17,wolkig
10/28/2016 8:00,990,559,431,12,19,wolkig
10/28/2016 9:00,991,538,453,12,19,wolkig
10/28/2016 10:00,913,607,306,13,19,wolkig
10/28/2016 11:00,1083,590,493,13,22,wolkig
10/28/2016 12:00,953,595,358,13,24,Regen
10/28/2016 13:00,1165,549,616,13,24,Regen
10/28/2016 14:00,909,472,437,13,19,Regen
10/28/2016 15:00,951,488,463,13,20,wolkig
10/28/2016 16:00,894,494,400,13,19,Regen
10/28/2016 17:00,949,433,516,13,17,Regen
10/28/2016 18:00,841,421,420,13,15,Regen
10/28/2016 19:00,747,429,318,13,11,wolkig
10/28/2016 20:00,651,381,270,12,9,wolkig
10/28/2016 21:00,466,206,260,12,11,wolkig
10/28/2016 22:00,378,146,232,11,11,wolkig
10/28/2016 23:00,299,100,199,9,7,
10/29/2016 0:00,314,137,177,8,7,Nebel
10/29/2016 1:00,237,93,144,8,7,Nebel
10/29/2016 2:00,151,36,115,6,6,Nebel
10/29/2016 3:00,114,44,70,7,6,Nebel
10/29/2016 4:00,64,25,39,6,4,Nebel
10/29/2016 5:00,52,22,30,7,6,Nebel
10/29/2016 6:00,49,29,20,6,9,Nebel
10/29/2016 7:00,96,71,25,6,0,Nebel
10/29/2016 8:00,202,141,61,5,0,Nebel
10/29/2016 9:00,415,278,137,8,0,Nebel
10/29/2016 10:00,489,329,160,9,6,teilweise bewölkt
10/29/2016 11:00,590,408,182,11,7,teilweise bewölkt
10/29/2016 12:00,696,441,255,12,13,teilweise bewölkt
10/29/2016 13:00,769,464,305,13,13,teilweise bewölkt
10/29/2016 14:00,770,392,378,14,13,teilweise bewölkt
10/29/2016 15:00,749,382,367,13,9,teilweise bewölkt
10/29/2016 16:00,705,326,379,13,6,teilweise bewölkt
10/29/2016 17:00,729,356,373,11,6,teilweise bewölkt
10/29/2016 18:00,750,312,438,9,4,teilweise bewölkt
10/29/2016 19:00,599,277,322,8,6,teilweise bewölkt
10/29/2016 20:00,507,225,282,7,2,Nebel
10/29/2016 21:00,447,216,231,5,0,Nebel
10/29/2016 22:00,321,128,193,5,0,Nebel
10/29/2016 23:00,344,118,226,5,2,Klarer Himmel
10/30/2016 0:00,299,92,207,7,0,Klarer Himmel
10/30/2016 1:00,295,105,190,6,2,Nebel
10/30/2016 2:00,394,156,238,6,2,Nebel
10/30/2016 3:00,115,45,70,4,0,Nebel
10/30/2016 4:00,72,35,37,5,4,Nebel
10/30/2016 5:00,50,19,31,6,9,wolkig
10/30/2016 6:00,42,23,19,5,4,Nebel
10/30/2016 7:00,43,31,12,6,4,wolkig
10/30/2016 8:00,104,56,48,7,2,
10/30/2016 9:00,223,158,65,8,2,wolkig
10/30/2016 10:00,345,210,135,9,4,wolkig
10/30/2016 11:00,340,227,113,10,6,wolkig
10/30/2016 12:00,402,226,176,12,4,wolkig
10/30/2016 13:00,482,287,195,12,2,wolkig
10/30/2016 14:00,517,303,214,12,7,wolkig
10/30/2016 15:00,625,353,272,12,2,wolkig
10/30/2016 16:00,620,316,304,9,2,Nebel
10/30/2016 17:00,660,337,323,8,0,Nebel
10/30/2016 18:00,494,241,253,9,0,wolkig
10/30/2016 19:00,479,223,256,9,4,wolkig
10/30/2016 20:00,366,127,239,9,4,wolkig
10/30/2016 21:00,258,91,167,9,4,wolkig
10/30/2016 22:00,219,62,157,9,6,wolkig
10/30/2016 23:00,105,29,76,,,
10/31/2016 0:00,59,25,34,9,4,wolkig
10/31/2016 1:00,33,6,27,9,4,wolkig
10/31/2016 2:00,6,2,4,9,0,wolkig
10/31/2016 3:00,9,4,5,10,7,wolkig
10/31/2016 4:00,1,0,1,9,2,wolkig
10/31/2016 5:00,47,27,20,9,2,wolkig
10/31/2016 6:00,143,92,51,9,2,wolkig
10/31/2016 7:00,865,503,362,9,2,wolkig
10/31/2016 8:00,946,525,421,10,6,wolkig
10/31/2016 9:00,1081,562,519,10,6,wolkig
10/31/2016 10:00,922,598,324,11,2,wolkig
10/31/2016 11:00,1121,580,541,13,4,wolkig
10/31/2016 12:00,1047,594,453,13,6,wolkig
10/31/2016 13:00,1341,660,681,15,6,wolkig
10/31/2016 14:00,1111,590,521,15,6,wolkig
10/31/2016 15:00,1422,728,694,14,9,wolkig
10/31/2016 16:00,1226,663,563,13,4,wolkig
10/31/2016 17:00,1598,730,868,11,4,teilweise bewölkt
10/31/2016 18:00,1054,533,521,9,4,Klarer Himmel
10/31/2016 19:00,1065,484,581,8,0,Nebel
10/31/2016 20:00,851,451,400,8,4,Nebel
10/31/2016 21:00,738,399,339,6,2,Nebel
10/31/2016 22:00,542,243,299,5,2,Nebel
10/31/2016 23:00,437,186,251,6,6,Nebel
11/1/2016 0:00,488,227,261,technische Störung,technische Störung,
11/1/2016 1:00,474,206,268,technische Störung,technische Störung,
11/1/2016 2:00,447,167,280,technische Störung,technische Störung,
11/1/2016 3:00,345,144,201,technische Störung,technische Störung,
11/1/2016 4:00,239,83,156,technische Störung,technische Störung,
11/1/2016 5:00,128,36,92,technische Störung,technische Störung,
11/1/2016 6:00,74,32,42,technische Störung,technische Störung,
11/1/2016 7:00,66,40,26,technische Störung,technische Störung,
11/1/2016 8:00,137,76,61,technische Störung,technische Störung,
11/1/2016 9:00,236,142,94,technische Störung,technische Störung,
11/1/2016 10:00,276,174,102,technische Störung,technische Störung,
11/1/2016 11:00,328,196,132,technische Störung,technische Störung,
11/1/2016 12:00,420,224,196,technische Störung,technische Störung,
11/1/2016 13:00,450,253,197,technische Störung,technische Störung,
11/1/2016 14:00,467,266,201,technische Störung,technische Störung,
11/1/2016 15:00,452,242,210,technische Störung,technische Störung,
11/1/2016 16:00,475,249,226,technische Störung,technische Störung,
11/1/2016 17:00,500,222,278,technische Störung,technische Störung,
11/1/2016 18:00,430,208,222,technische Störung,technische Störung,
11/1/2016 19:00,370,190,180,technische Störung,technische Störung,
11/1/2016 20:00,317,131,186,technische Störung,technische Störung,
11/1/2016 21:00,207,87,120,technische Störung,technische Störung,
11/1/2016 22:00,252,80,172,technische Störung,technische Störung,
11/1/2016 23:00,142,46,96,technische Störung,technische Störung,
11/2/2016 0:00,41,13,28,4,9,Nebel
11/2/2016 1:00,28,15,13,5,9,Klarer Himmel
11/2/2016 2:00,6,3,3,4,9,teilweise bewölkt
11/2/2016 3:00,7,4,3,4,11,teilweise bewölkt
11/2/2016 4:00,11,7,4,4,7,teilweise bewölkt
11/2/2016 5:00,54,34,20,5,15,wolkig
11/2/2016 6:00,172,117,55,5,13,Klarer Himmel
11/2/2016 7:00,993,594,399,6,15,Regen
11/2/2016 8:00,1204,710,494,6,17,teilweise bewölkt
11/2/2016 9:00,1201,601,600,8,28,wolkig
11/2/2016 10:00,848,488,360,9,26,teilweise bewölkt
11/2/2016 11:00,1137,591,546,9,20,Regen
11/2/2016 12:00,1051,629,422,10,22,wolkig
11/2/2016 13:00,1270,668,602,5,26,Regen
11/2/2016 14:00,1063,580,483,10,24,Regen
11/2/2016 15:00,1362,599,763,8,20,Regen
11/2/2016 16:00,1138,612,526,8,11,Regen
11/2/2016 17:00,1564,692,872,6,11,teilweise bewölkt
11/2/2016 18:00,1180,567,613,6,15,teilweise bewölkt
11/2/2016 19:00,1143,571,572,7,15,wolkig
11/2/2016 20:00,753,400,353,6,11,teilweise bewölkt
11/2/2016 21:00,468,247,221,5,6,teilweise bewölkt
11/2/2016 22:00,453,187,266,5,4,wolkig
11/2/2016 23:00,347,132,215,5,0,wolkig
11/3/2016 0:00,243,113,130,6,2,wolkig
11/3/2016 1:00,118,23,95,5,6,wolkig
11/3/2016 2:00,87,7,80,6,7,wolkig
11/3/2016 3:00,136,11,125,6,7,wolkig
11/3/2016 4:00,111,15,96,6,9,wolkig
11/3/2016 5:00,78,39,39,5,4,wolkig
11/3/2016 6:00,173,114,59,3,6,Nebel
11/3/2016 7:00,1010,529,481,4,6,Nebel
11/3/2016 8:00,1184,686,498,5,7,wolkig
11/3/2016 9:00,1355,721,634,6,7,wolkig
11/3/2016 10:00,958,593,365,7,7,wolkig
11/3/2016 11:00,1284,639,645,8,11,teilweise bewölkt
11/3/2016 12:00,1058,570,488,9,15,teilweise bewölkt
11/3/2016 13:00,1387,656,731,9,17,teilweise bewölkt
11/3/2016 14:00,1128,624,504,9,17,teilweise bewölkt
11/3/2016 15:00,1316,616,700,8,11,wolkig
11/3/2016 16:00,1344,688,656,8,11,Klarer Himmel
11/3/2016 17:00,1553,771,782,8,7,wolkig
11/3/2016 18:00,1196,665,531,7,7,Klarer Himmel
11/3/2016 19:00,1115,511,604,7,7,
11/3/2016 20:00,673,307,366,7,9,
11/3/2016 21:00,506,213,293,7,9,wolkig
11/3/2016 22:00,448,159,289,7,7,wolkig
11/3/2016 23:00,309,87,222,7,11,wolkig
11/4/2016 0:00,171,54,117,7,9,wolkig
11/4/2016 1:00,108,32,76,7,11,wolkig
11/4/2016 2:00,31,9,22,7,13,Klarer Himmel
11/4/2016 3:00,26,7,19,7,15,Klarer Himmel
11/4/2016 4:00,15,9,6,7,15,Klarer Himmel
11/4/2016 5:00,56,37,19,7,13,wolkig
11/4/2016 6:00,159,95,64,7,15,Klarer Himmel
11/4/2016 7:00,951,549,402,7,11,Klarer Himmel
11/4/2016 8:00,1096,653,443,7,17,wolkig
11/4/2016 9:00,1041,558,483,8,17,Klarer Himmel
11/4/2016 10:00,809,524,285,8,15,Klarer Himmel
11/4/2016 11:00,940,517,423,9,13,wolkig
11/4/2016 12:00,948,575,373,10,15,wolkig
11/4/2016 13:00,1181,586,595,10,17,wolkig
11/4/2016 14:00,991,537,454,10,11,Klarer Himmel
11/4/2016 15:00,1029,493,536,10,9,Klarer Himmel
11/4/2016 16:00,862,450,412,8,6,Klarer Himmel
11/4/2016 17:00,1021,489,532,7,7,Klarer Himmel
11/4/2016 18:00,776,390,386,7,7,Klarer Himmel
11/4/2016 19:00,686,355,331,6,7,Klarer Himmel
11/4/2016 20:00,493,238,255,6,9,Klarer Himmel
11/4/2016 21:00,360,165,195,6,9,Klarer Himmel
11/4/2016 22:00,318,129,189,6,11,Klarer Himmel
11/4/2016 23:00,303,124,179,6,9,Klarer Himmel
11/5/2016 0:00,257,105,152,7,11,wolkig
11/5/2016 1:00,182,51,131,7,9,wolkig
11/5/2016 2:00,161,48,113,7,9,wolkig
11/5/2016 3:00,119,47,72,7,9,wolkig
11/5/2016 4:00,85,19,66,7,7,Regen
11/5/2016 5:00,57,24,33,6,9,Regen
11/5/2016 6:00,38,21,17,7,9,wolkig
11/5/2016 7:00,131,100,31,7,11,Regen
11/5/2016 8:00,187,137,50,7,13,wolkig
11/5/2016 9:00,382,275,107,7,17,wolkig
11/5/2016 10:00,374,279,95,7,13,wolkig
11/5/2016 11:00,431,287,144,8,15,wolkig
11/5/2016 12:00,567,336,231,8,11,wolkig
11/5/2016 13:00,528,289,239,8,17,wolkig
11/5/2016 14:00,567,276,291,9,19,teilweise bewölkt
11/5/2016 15:00,561,305,256,9,11,teilweise bewölkt
11/5/2016 16:00,498,214,284,7,7,wolkig
11/5/2016 17:00,463,151,312,6,7,wolkig
11/5/2016 18:00,436,168,268,6,7,wolkig
11/5/2016 19:00,388,186,202,5,9,Klarer Himmel
11/5/2016 20:00,335,186,149,6,11,wolkig
11/5/2016 21:00,276,125,151,6,13,teilweise bewölkt
11/5/2016 22:00,197,66,131,6,15,wolkig
11/5/2016 23:00,185,84,101,6,13,wolkig
11/6/2016 0:00,206,71,135,6,13,teilweise bewölkt
11/6/2016 1:00,223,87,136,6,15,wolkig
11/6/2016 2:00,134,48,86,5,11,teilweise bewölkt
11/6/2016 3:00,98,21,77,5,15,teilweise bewölkt
11/6/2016 4:00,53,16,37,5,13,wolkig
11/6/2016 5:00,42,10,32,5,19,wolkig
11/6/2016 6:00,33,14,19,5,17,wolkig
11/6/2016 7:00,50,21,29,5,13,wolkig
11/6/2016 8:00,53,30,23,6,19,wolkig
11/6/2016 9:00,189,148,41,6,17,wolkig
11/6/2016 10:00,247,154,93,6,17,wolkig
11/6/2016 11:00,225,137,88,7,19,wolkig
11/6/2016 12:00,293,151,142,7,22,wolkig
11/6/2016 13:00,360,197,163,7,20,wolkig
11/6/2016 14:00,350,186,164,7,20,wolkig
11/6/2016 15:00,359,171,188,7,13,Regen
11/6/2016 16:00,309,142,167,7,15,Regen
11/6/2016 17:00,348,168,180,6,9,Regen
11/6/2016 18:00,266,127,139,6,13,wolkig
11/6/2016 19:00,308,146,162,6,11,wolkig
11/6/2016 20:00,204,81,123,6,9,wolkig
11/6/2016 21:00,165,62,103,6,7,wolkig
11/6/2016 22:00,141,33,108,6,7,wolkig
11/6/2016 23:00,89,26,63,6,4,wolkig
11/7/2016 0:00,40,14,26,6,4,wolkig
11/7/2016 1:00,13,2,11,6,4,wolkig
11/7/2016 2:00,11,4,7,6,4,wolkig
11/7/2016 3:00,3,1,2,6,6,wolkig
11/7/2016 4:00,13,6,7,6,2,wolkig
11/7/2016 5:00,48,27,21,6,4,Regen
11/7/2016 6:00,175,119,56,6,2,Regen
11/7/2016 7:00,914,568,346,6,2,Regen
11/7/2016 8:00,1077,636,441,6,2,Regen
11/7/2016 9:00,965,504,461,6,9,Regen
11/7/2016 10:00,745,471,274,6,13,Regen
11/7/2016 11:00,852,347,505,5,9,Regen
11/7/2016 12:00,666,352,314,5,11,Regen
11/7/2016 13:00,932,415,517,5,13,Regen
11/7/2016 14:00,670,366,304,5,7,Regen
11/7/2016 15:00,978,461,517,4,13,Regen
11/7/2016 16:00,955,539,416,4,6,Regen
11/7/2016 17:00,1254,551,703,4,13,Regen
11/7/2016 18:00,922,428,494,3,15,Regen
11/7/2016 19:00,720,323,397,3,15,Regen
11/7/2016 20:00,445,218,227,3,15,Regen
11/7/2016 21:00,334,138,196,2,13,Regen
11/7/2016 22:00,280,123,157,2,13,Regen
11/7/2016 23:00,129,49,80,2,11,Regen
11/8/2016 0:00,64,15,49,2,11,Regen
11/8/2016 1:00,34,9,25,2,11,wolkig
11/8/2016 2:00,12,3,9,2,9,Regen
11/8/2016 3:00,2,1,1,2,11,wolkig
11/8/2016 4:00,18,12,6,2,9,wolkig
11/8/2016 5:00,43,25,18,2,9,wolkig
11/8/2016 6:00,160,110,50,2,11,wolkig
11/8/2016 7:00,970,506,464,2,9,wolkig
11/8/2016 8:00,1243,754,489,2,7,wolkig
11/8/2016 9:00,1304,626,678,2,7,wolkig
11/8/2016 10:00,950,574,376,3,11,wolkig
11/8/2016 11:00,1087,541,546,3,7,wolkig
11/8/2016 12:00,1087,665,422,3,7,wolkig
11/8/2016 13:00,1280,633,647,3,7,wolkig
11/8/2016 14:00,970,570,400,4,13,wolkig
11/8/2016 15:00,1407,677,730,3,7,wolkig
11/8/2016 16:00,1173,651,522,2,6,teilweise bewölkt
11/8/2016 17:00,1383,635,748,0,4,Klarer Himmel
11/8/2016 18:00,1100,565,535,0,6,wolkig
11/8/2016 19:00,1041,504,537,0,6,wolkig
11/8/2016 20:00,645,314,331,0,6,wolkig
11/8/2016 21:00,449,172,277,0,6,
11/8/2016 22:00,451,166,285,0,7,
11/8/2016 23:00,208,74,134,0,7,wolkig
11/9/2016 0:00,123,31,92,1,9,wolkig
11/9/2016 1:00,63,27,36,1,11,Schnee
11/9/2016 2:00,31,13,18,1,7,wolkig
11/9/2016 3:00,17,6,11,1,7,wolkig
11/9/2016 4:00,27,17,10,0,6,teilweise bewölkt
11/9/2016 5:00,53,29,24,0,4,
11/9/2016 6:00,200,146,54,0,4,wolkig
11/9/2016 7:00,1011,593,418,0,6,teilweise bewölkt
11/9/2016 8:00,1257,736,521,0,6,teilweise bewölkt
11/9/2016 9:00,1080,524,556,1,6,wolkig
11/9/2016 10:00,887,524,363,2,9,teilweise bewölkt
11/9/2016 11:00,1001,529,472,3,7,teilweise bewölkt
11/9/2016 12:00,997,588,409,4,7,wolkig
11/9/2016 13:00,1166,591,575,4,11,wolkig
11/9/2016 14:00,993,571,422,5,11,Regen
11/9/2016 15:00,1258,581,677,4,7,Regen
11/9/2016 16:00,1075,546,529,4,6,Regen
11/9/2016 17:00,1369,627,742,4,7,Regen
11/9/2016 18:00,969,479,490,3,6,Regen
11/9/2016 19:00,928,440,488,3,7,Regen
11/9/2016 20:00,576,267,309,3,7,Regen
11/9/2016 21:00,411,191,220,3,6,Regen
11/9/2016 22:00,354,149,205,3,6,Regen
11/9/2016 23:00,338,101,237,3,4,wolkig
11/10/2016 0:00,192,75,117,3,4,wolkig
11/10/2016 1:00,132,38,94,3,4,wolkig
11/10/2016 2:00,65,11,54,3,6,wolkig
11/10/2016 3:00,69,5,64,3,4,wolkig
11/10/2016 4:00,52,15,37,3,2,wolkig
11/10/2016 5:00,57,31,26,3,4,wolkig
11/10/2016 6:00,165,111,54,3,4,wolkig
11/10/2016 7:00,945,550,395,3,2,Regen
11/10/2016 8:00,1126,639,487,3,2,Regen
11/10/2016 9:00,999,554,445,3,2,Regen
11/10/2016 10:00,642,494,148,4,0,wolkig
11/10/2016 11:00,932,416,516,4,4,wolkig
11/10/2016 12:00,802,440,362,4,7,wolkig
11/10/2016 13:00,1053,499,554,4,7,wolkig
11/10/2016 14:00,890,487,403,4,4,wolkig
11/10/2016 15:00,1138,520,618,4,6,wolkig
11/10/2016 16:00,1041,572,469,4,4,wolkig
11/10/2016 17:00,1285,649,636,4,4,wolkig
11/10/2016 18:00,1007,547,460,4,4,wolkig
11/10/2016 19:00,928,370,558,4,6,wolkig
11/10/2016 20:00,546,276,270,4,7,wolkig
11/10/2016 21:00,413,181,232,4,7,wolkig
11/10/2016 22:00,374,150,224,4,9,wolkig
11/10/2016 23:00,228,102,126,4,6,wolkig
11/11/2016 0:00,119,31,88,4,7,Regen
11/11/2016 1:00,82,22,60,4,15,Regen
11/11/2016 2:00,27,4,23,3,15,Regen
11/11/2016 3:00,29,3,26,3,13,Regen
11/11/2016 4:00,47,10,37,3,17,Regen
11/11/2016 5:00,53,28,25,3,22,wolkig
11/11/2016 6:00,170,108,62,3,24,wolkig
11/11/2016 7:00,822,479,343,3,17,wolkig
11/11/2016 8:00,990,579,411,2,20,wolkig
11/11/2016 9:00,849,413,436,2,15,wolkig
11/11/2016 10:00,801,511,290,2,19,wolkig
11/11/2016 11:00,846,497,349,3,19,teilweise bewölkt
11/11/2016 12:00,820,480,340,3,11,teilweise bewölkt
11/11/2016 13:00,952,444,508,3,17,teilweise bewölkt
11/11/2016 14:00,827,422,405,3,13,wolkig
11/11/2016 15:00,766,417,349,3,11,wolkig
11/11/2016 16:00,731,365,366,2,7,wolkig
11/11/2016 17:00,747,377,370,2,9,wolkig
11/11/2016 18:00,705,374,331,1,7,wolkig
11/11/2016 19:00,539,289,250,1,4,wolkig
11/11/2016 20:00,424,222,202,1,9,wolkig
11/11/2016 21:00,310,151,159,-1,4,teilweise bewölkt
11/11/2016 22:00,234,96,138,-2,2,
11/11/2016 23:00,238,89,149,-3,0,Nebel
11/12/2016 0:00,194,51,143,-3,0,Nebel
11/12/2016 1:00,136,48,88,-2,4,Nebel
11/12/2016 2:00,158,47,111,-2,4,Nebel
11/12/2016 3:00,97,12,85,-2,7,Nebel
11/12/2016 4:00,50,11,39,-2,6,Nebel
11/12/2016 5:00,44,12,32,-2,4,Nebel
11/12/2016 6:00,43,17,26,-2,6,Nebel
11/12/2016 7:00,118,88,30,-2,7,Nebel
11/12/2016 8:00,240,149,91,-2,9,Nebel
11/12/2016 9:00,323,213,110,-1,7,
11/12/2016 10:00,353,250,103,1,9,
11/12/2016 11:00,411,271,140,2,13,Klarer Himmel
11/12/2016 12:00,572,362,210,3,13,Klarer Himmel
11/12/2016 13:00,622,360,262,3,19,Klarer Himmel
11/12/2016 14:00,620,308,312,3,17,Klarer Himmel
11/12/2016 15:00,637,274,363,3,9,wolkig
11/12/2016 16:00,509,223,286,1,6,Klarer Himmel
11/12/2016 17:00,479,210,269,1,9,wolkig
11/12/2016 18:00,448,203,245,1,9,Klarer Himmel
11/12/2016 19:00,419,205,214,1,11,Klarer Himmel
11/12/2016 20:00,351,184,167,1,9,Klarer Himmel
11/12/2016 21:00,283,150,133,1,7,Klarer Himmel
11/12/2016 22:00,232,96,136,1,11,Klarer Himmel
11/12/2016 23:00,234,85,149,1,7,Klarer Himmel
11/13/2016 0:00,216,94,122,1,7,Klarer Himmel
11/13/2016 1:00,175,62,113,1,7,Klarer Himmel
11/13/2016 2:00,171,50,121,1,7,Klarer Himmel
11/13/2016 3:00,110,35,75,1,7,Klarer Himmel
11/13/2016 4:00,63,13,50,1,7,Klarer Himmel
11/13/2016 5:00,51,16,35,1,11,Klarer Himmel
11/13/2016 6:00,39,17,22,1,9,Klarer Himmel
11/13/2016 7:00,61,39,22,1,11,Klarer Himmel
11/13/2016 8:00,64,36,28,1,7,Klarer Himmel
11/13/2016 9:00,187,137,50,1,9,Klarer Himmel
11/13/2016 10:00,215,132,83,2,9,Klarer Himmel
11/13/2016 11:00,237,134,103,3,11,Klarer Himmel
11/13/2016 12:00,244,113,131,3,7,Klarer Himmel
11/13/2016 13:00,322,183,139,4,7,Klarer Himmel
11/13/2016 14:00,395,201,194,4,6,Klarer Himmel
11/13/2016 15:00,376,205,171,3,6,Klarer Himmel
11/13/2016 16:00,364,194,170,2,6,Klarer Himmel
11/13/2016 17:00,356,149,207,1,6,Klarer Himmel
11/13/2016 18:00,373,197,176,1,6,Klarer Himmel
11/13/2016 19:00,284,131,153,0,4,Klarer Himmel
11/13/2016 20:00,238,90,148,-1,4,Klarer Himmel
11/13/2016 21:00,146,54,92,0,6,Klarer Himmel
11/13/2016 22:00,216,56,160,-1,4,Klarer Himmel
11/13/2016 23:00,98,25,73,-2,4,Klarer Himmel
11/14/2016 0:00,37,11,26,-2,6,Klarer Himmel
11/14/2016 1:00,24,8,16,-2,2,Klarer Himmel
11/14/2016 2:00,15,3,12,-2,2,Klarer Himmel
11/14/2016 3:00,6,4,2,-2,4,Klarer Himmel
11/14/2016 4:00,9,7,2,-3,4,Klarer Himmel
11/14/2016 5:00,53,34,19,-3,4,Klarer Himmel
11/14/2016 6:00,166,115,51,-3,6,Klarer Himmel
11/14/2016 7:00,918,542,376,-3,7,Klarer Himmel
11/14/2016 8:00,1109,649,460,-2,6,Klarer Himmel
11/14/2016 9:00,1028,481,547,0,11,Klarer Himmel
11/14/2016 10:00,802,507,295,2,9,Klarer Himmel
11/14/2016 11:00,989,448,541,3,11,Klarer Himmel
11/14/2016 12:00,894,482,412,4,15,Klarer Himmel
11/14/2016 13:00,1094,530,564,4,13,Klarer Himmel
11/14/2016 14:00,878,495,383,4,11,Klarer Himmel
11/14/2016 15:00,1261,620,641,4,6,Klarer Himmel
11/14/2016 16:00,1062,600,462,4,6,Klarer Himmel
11/14/2016 17:00,1511,686,825,4,7,wolkig
11/14/2016 18:00,1103,544,559,3,6,Regen
11/14/2016 19:00,946,419,527,4,11,Regen
11/14/2016 20:00,531,226,305,4,15,Regen
11/14/2016 21:00,454,190,264,4,17,Regen
11/14/2016 22:00,335,116,219,3,17,wolkig
11/14/2016 23:00,145,64,81,3,15,Regen
11/15/2016 0:00,73,28,45,3,13,Regen
11/15/2016 1:00,39,10,29,3,11,Regen
11/15/2016 2:00,5,5,0,3,11,Regen
11/15/2016 3:00,8,6,2,3,11,Regen
11/15/2016 4:00,16,10,6,4,11,Regen
11/15/2016 5:00,46,33,13,5,11,Regen
11/15/2016 6:00,146,100,46,5,11,Regen
11/15/2016 7:00,892,468,424,6,13,Regen
11/15/2016 8:00,1150,696,454,6,13,Regen
11/15/2016 9:00,1145,532,613,6,15,Regen
11/15/2016 10:00,834,561,273,7,13,Regen
11/15/2016 11:00,1016,502,514,7,15,Regen
11/15/2016 12:00,940,575,365,8,17,Regen
11/15/2016 13:00,1128,534,594,8,15,Regen
11/15/2016 14:00,883,537,346,9,15,Regen
11/15/2016 15:00,1076,491,585,9,13,Regen
11/15/2016 16:00,1041,572,469,9,15,wolkig
11/15/2016 17:00,1261,583,678,10,15,Regen
11/15/2016 18:00,1078,560,518,,,
11/15/2016 19:00,913,447,466,10,11,Regen
11/15/2016 20:00,546,218,328,10,11,Regen
11/15/2016 21:00,411,160,251,10,11,Regen
11/15/2016 22:00,413,163,250,10,9,Regen
11/15/2016 23:00,209,65,144,10,9,wolkig
11/16/2016 0:00,111,40,71,10,6,Regen
11/16/2016 1:00,44,11,33,10,6,wolkig
11/16/2016 2:00,12,7,5,10,7,wolkig
11/16/2016 3:00,11,5,6,10,7,Nebel
11/16/2016 4:00,15,8,7,10,7,Nebel
11/16/2016 5:00,50,34,16,10,7,Regen
11/16/2016 6:00,192,139,53,10,11,Regen
11/16/2016 7:00,835,497,338,10,13,Regen
11/16/2016 8:00,1153,704,449,11,15,Regen
11/16/2016 9:00,857,400,457,12,17,Regen
11/16/2016 10:00,727,428,299,13,19,wolkig
11/16/2016 11:00,856,477,379,13,20,Regen
11/16/2016 12:00,896,531,365,13,19,Regen
11/16/2016 13:00,1025,540,485,13,20,wolkig
11/16/2016 14:00,851,478,373,13,24,wolkig
11/16/2016 15:00,1149,537,612,13,24,wolkig
11/16/2016 16:00,1079,585,494,12,17,wolkig
11/16/2016 17:00,1297,647,650,12,17,wolkig
11/16/2016 18:00,1054,519,535,12,15,wolkig
11/16/2016 19:00,919,449,470,12,24,wolkig
11/16/2016 20:00,629,327,302,11,19,wolkig
11/16/2016 21:00,482,245,237,11,20,teilweise bewölkt
11/16/2016 22:00,392,140,252,11,17,teilweise bewölkt
11/16/2016 23:00,269,106,163,11,20,wolkig
11/17/2016 0:00,195,89,106,11,24,Regen
11/17/2016 1:00,147,64,83,10,20,wolkig
11/17/2016 2:00,84,18,66,9,11,wolkig
11/17/2016 3:00,92,9,83,9,11,Regen
11/17/2016 4:00,84,18,66,9,9,Regen
11/17/2016 5:00,105,29,76,8,6,Regen
11/17/2016 6:00,141,92,49,8,6,Regen
11/17/2016 7:00,797,460,337,8,6,wolkig
11/17/2016 8:00,1085,624,461,8,13,Regen
11/17/2016 9:00,1002,535,467,9,15,wolkig
