vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Hafenstraße,Frie-Vendt-Straße,mi,4/8/2015,15:20,3,,,,,,1,2,,1,n,,,,1,,,,21,hh,71,,,341,,49,,,,,,25,54,,,,
Ludgeriplatz,im Kreis,mo,3/30/2015,12:22,5,X,,,,,,2,,,,,,,1,,1,,21,,33,st,,651,,49,,,,,1,F,,,,,
Hansaring,Schillerstraße,mo,3/2/2015,20:35,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,222,,35,,,,2/3,1,45,27,,,,
Ludgeriplatz,4/ Tiefgarage,mi,3/25/2015,6:10,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,703,,49,,,,,,F,,,,,
An der Germaniabrauerei,1 / Parkplatz,do,2/5/2015,10:25,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,,60,,,,,
Dorbaumstraße,Kirschgarten,mo,3/9/2015,15:50,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,75,,,,,
Verspoel,13,sa,3/28/2015,16:15,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,581,,45,,,,,1,27,30,,,,
Warendorfer Straße,Gerhardstraße,fr,3/13/2015,7:53,3,,,,,,1,2,,1,n,,,,1,,,,21,st,71,,,222,,35,,,,,,20,17,,,,
Warendorfer Straße,123,sa,3/14/2015,10:30,5,X,,,,,,2,,,,,,,2,,,,21,st,21,ms,,701,,49,,,,,,F,,,,,
An der Alten Kirche,5,so,4/12/2015,11:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,702,,14,,,,,,87,,,,,
Alkuinstraße,6,do,4/9/2015,18:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Goebenstraße,vor Knubel,sa,4/11/2015,10:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,,,F,,,,,
Hoher Heckenweg,36,do,4/9/2015,16:20,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,621,,49,,,,,,19,25,,,,
Wolbecker Straße,71,do,2/26/2015,11:30,5,X,,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,701,,49,,,,,,74,,,,,
Osttor,Zum Hiltruper See,di,2/17/2015,8:45,4,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,721,04,36,,,,,,52,,,,,
Weseler Straße,220,mi,4/1/2015,7:00,5,X,,,,,,2,,,,,,,2,,,,21,st,21,ms,,701,,36,,,,,,64,,,,,
Stodtbrockweg,35,fr,4/10/2015,20:15,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,141,,49,,,,1,,14,,,,,
Robert-Bosch-Straße,2 / Parkplatz,di,3/31/2015,4:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,703,,49,,,,,,F,,,,,
Westfalenstraße,11,mi,3/11/2015,18:30,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,633,,26,,,,1,,21,,,,,
Sentmaringer Weg,111,mi,3/11/2015,8:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,,43,,,,,
Hülsebrockstraße,68,do,3/12/2015,13:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,30,,,,,
Münsterstraße,15,do,3/19/2015,8:05,5,,z,,,,,2,,,,,,,2,,,,21,re,21,ms,,501,,14,,,,,,25,,,,,
Von-Stauffenbergstraße,36,fr,3/20/2015,16:03,5,,z,,,,,2,,,,,,,2,,,,21,re,21,ms,,711,,36,,,,,,55,,,,,
Kanalstraße,Memmertweg,fr,3/20/2015,9:40,5,,a,,,,,2,,1,n,,,,1,,,,21,ms,71,,,342,,28,,,,,,66,,,,,
Ludgeriplatz,Schorlemerstraße,fr,3/20/2015,15:55,5,,a,,,,,2,,,,,,,2,,,,21,coe,21,ms,,303,,28,,,,,,71,,,,,
Cheruskerring,Kanalstraße,fr,3/20/2015,13:10,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,,,18,,,,,
Korduanenstraße,Ausfahrt Parkplatz,fr,3/20/2015,11:55,5,,a,,,,,2,,,,,,,2,,,,21,hg,21,ms,,703,,36,,,,,,27,,,,,
Burgwall,Hünenburg,fr,3/20/2015,14:31,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,321,,27,,,,,,72,,,,,
Königsberger Straße,7,fr,3/20/2015,22:10,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2,,34,,,,,
Hammer Straße,345,fr,3/20/2015,18:57,5,,z,,,,,2,,,,,,,2,,,,21,st,21,ms,,712,,44,36,,,,,29,,,,,
Wolbecker Straße,149,sa,3/21/2015,7:55,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,ms,,701,,14,,,,,1,19,,,,,
Zum Guten Hirten,Maikottenweg,sa,3/21/2015,12:00,5,,a,,,,,2,,,,,,,2,,,,21,st,21,ms,,321,,37,,,,,1,49,,,,,
Nevinghoff,12,sa,3/21/2015,16:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,37,,,,,
Westfalenstraße,109,sa,3/21/2015,13:10,5,,z,,,,,3,,,,,,,3,,,,21,ms,21,waf,,611,,14,,,,,1,25,,,,,
Steinfurter Straße,Wilkinghege,sa,3/21/2015,10:35,5,,,a,,,,2,,,,,,,1,1,,,40,ne,21,bor,,711,,36,,,,,1,34,,,,,
Nottulner Landweg,ggü. Parkplatz Action,sa,3/21/2015,16:15,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,st,,703,,36,,,,,1,55,,,,,
Schlossplatz,Höhe Bäckergasse,sa,3/21/2015,18:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,641,,26,,,,1/3,1,22,,,,,
Hoher Heckenweg,Königsberger Straße,so,3/22/2015,9:55,5,,z,,,,,2,,,,,,,1,,1,,21,ms,33,ms,,623,,14,,,,,,34,,,,,
An den Loddenbüschen,Loddenheide,so,3/22/2015,11:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,26,,,,,
Gut Insel,41,mo,3/23/2015,8:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,bor,,703,,36,,,,,,18,,,,,
Albersloher Weg,449,mo,3/23/2015,11:35,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,55,,,,,
Dreizehnerstraße,37,mo,3/23/2015,7:40,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,coe,,501,,14,,,,,,47,,,,,
Kaiser-Wilhelm-Ring,4,mo,3/23/2015,7:30,5,,z,,,,,3,,,,,,,3,,,,21,ms,21,ah,,601,,14,,,,,,24,,,,,
Hammer Straße,455 / Parkplatz,mo,3/23/2015,14:01,5,,z,,,,,2,,,,,,,1,1,,,46,gt,21,coe,,703,,36,,,,,,47,,,,,
Nottulner Landweg,103,mo,3/23/2015,10:00,5,,a,,,,,2,,,,,,,2,,,,21,st,21,coe,,211,,35,,,,,,38,,,,,
Piusallee,140,mo,3/23/2015,11:39,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,721,,36,,,,,,34,,,,,
Wangeroogweg,8,mo,3/23/2015,7:26,5,,z,,,,,2,,,,,,,2,,,,21,nw,21,ms,,711,,36,,,,,,33,,,,,
Hafenstraße,43,mo,3/23/2015,16:05,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,35,,,,,
Am Stadtgraben,Universitätsstraße,mo,3/23/2015,14:50,5,,z,,,,,2,,,,,,,2,,,,21,el,21,ms,,231,,14,,,,,,19,,,,,
Friedrich-Ebert-Straße,Scheibenstraße,mo,3/23/2015,16:45,5,,z,,,,,2,,,,,,,2,,,,21,un,21,ms,,601,,14,,,,,,38,,,,,
Hafenstraße,Junkerstraße,mo,3/23/2015,12:22,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,19,,,,,
Wolbecker Straße,10,mo,3/23/2015,7:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,631,,26,,,,,,65,,,,,
Westfalenstraße,159,di,3/24/2015,14:50,5,,z,,,,,2,,1,j,,,,1,,,,71,,21,ms,,141,,49,,,,,,74,,,,,
Am Berg Fidel,64,di,3/24/2015,8:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,681,,14,,,,,,68,,,,,
Annette-von-Droste-Hülshoff-Straße,14,mi,3/25/2015,13:00,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,ms,,572,,36,,,,,,24,,,,,
Bült,Wevelinghofergasse,mi,3/25/2015,16:45,5,,a,,,,,2,,,,,,,2,,,,21,e,21,ms,,711,,36,,,,,,26,,,,,
Schmittingheide,33,mi,3/25/2015,16:01,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,st,,601,,14,,,,,,23,,,,,
Weseler Straße,Spinne FR BAB,do,3/26/2015,10:43,5,,a,,,,,3,,,,,,,3,,,,21,waf,21,ms,,301,,31,,,,,,26,,,,,
Dieckmannstraße,Lehmkamp,do,3/26/2015,17:10,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,47,,,,,
Hörsterstraße,20,do,3/26/2015,19:15,5,,z,,,,,2,,,,,,,,1,1,,31,coe,40,ms,,501,,14,,,,2/3,1,69,,,,,
Heidestraße,Zum Erlenbusch,do,3/26/2015,17:30,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,321,,37,,,,,1,40,,,,,
Am Stadtgraben,13,do,3/26/2015,21:25,5,,a,,,,,2,,,,,,,2,,,,21,coe,21,st,,141,,13,81,,,2/3,1,50,,,,,
Zuhornstraße,Ulrichstraße,do,3/26/2015,11:47,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,1,,67,,,,,
Engelenschanze,Herwarthstraße,do,3/26/2015,18:05,5,,a,,,,,2,,,,,,,2,,,,21,st,21,ge,,711,,36,,,,,,18,,,,,
Idenbrockplatz,28,fr,3/27/2015,18:05,5,,z,,,,,2,,,,,,,1,1,,,44,bn,21,ms,,703,,36,,,,,1,20,,,,,
Königsstraße,18,mo,3/30/2015,17:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,30,,,,,
Aegidiistraße,42,mo,3/30/2015,18:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,29,,,,,
Weseler Straße,Adenauerallee,di,3/31/2015,4:55,5,,a,,,,,2,,,,,,,1,1,,,44,el,21,coe,,211,,32,,,,2/3,1,65,,,,,
Meesenstiege,54 / Parkplatz,di,3/31/2015,15:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,44,,,,,1,?,,,,,
Düesbergweg,Spichernstraße,di,3/31/2015,16:05,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,322,,28,,,,,,26,,,,,
Dingbängerweg,ggü. 45,do,4/2/2015,8:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,38,,,,,
Grevener Straße,Kanalstraße,do,4/2/2015,14:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,st,,201,,14,,,,,1,33,,,,,
Melchersstraße,31,fr,4/10/2015,21:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,141,,49,,,,2/3,,F,,Stadt,,,
Sentruper Höhe,5,so,4/12/2015,9:15,5,X,,,,,,1,,,,,,,,,,1,92,,,,,141,,49,,,,,,F,,Stadt,,,
Tegederstraße,Schlienkamp,fr,4/10/2015,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Johann-Krane-Weg,Leonardo-Campus 21-1,mi,4/8/2015,14:15,2,,,,,1,,2,1,,,,,,1,,,,21,ms,81,,,499,,49,,,,,,51,81,,,,
Lindberghweg,30 / Brücke Honebach,di,3/24/2015,10:00,3,X,,,,,1,2,,1,n,,,,1,,,,21,,71,,,651,,14,,,,,,F,31,,,,
Hafenstraße,Zw. Den Brücken,di,3/24/2015,9:10,5,X,,,,,,2,,,,,1,,1,,,,02,,21,,,601,,14,,,,,,31,,,,,
Brunnenstraße,12,do,3/5/2015,18:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,coe,,703,,36,,,,,,75,,,,,
Legdenweg,ggü. 78,do,3/26/2015,17:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,22,,,,,
Mindener Straße,12,mi,3/18/2015,15:55,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,651,,14,22,,,,,35,35,,,,
Am Berg Fidel,66,mo,2/23/2015,15:00,5,X,,,,,,3,,,,,,,2,1,,,40,coe,21,ms,,501,,49,,,,,1,78,,,,,
Wilkinghege,42,mo,3/23/2015,7:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,un,,681,,11,,,11,,,77,35,,,,
Loerstraße,19,mi,3/4/2015,14:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,581,,49,,,,,,80,,,,,
Albersloher Weg,198,di,4/14/2015,12:50,3,,,,,,2,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,47,38,,,,
Servatiiplatz,7,sa,3/7/2015,12:35,2,,,,,1,1,1,,,,,,1,,,,,11,ms,,,,141,,49,,,,,,41,,,,,
Catharina-Müller-Straße,2 / Parkplatz,mo,3/9/2015,12:30,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,501,,49,,,,,,F,,,,,
Promenade,Unterführung Mauritzstraße,mo,3/9/2015,15:48,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,141,,49,,,,,,15,,,,,
Hammer Straße,311/ Parkplatz,do,4/9/2015,13:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,d,,711,,36,,,,,,60,,,,,
Körnerstraße,39,fr,4/10/2015,15:31,5,,m,,,,,2,,,,,,,1,1,,,44,bn,21,ms,,501,,14,,,,,,21,,,,,
Franz-von-Waldeck-Straße,2,fr,4/10/2015,15:54,5,,m,,,,,1,,,,,,,1,,,,21,coe,,,,711,,36,,,,,,39,,Stadt,,,
Weseler Straße,Geiststraße,fr,4/10/2015,18:15,5,,m,,,,,2,,,,,1,,1,,,,02,,21,bm,,623,,14,,,,,,27,,,,,
Moränenstraße,17,sa,4/11/2015,11:40,5,,o,,,,,2,,,,,,,2,,,,21,un,21,ms,,711,,36,,,,,,32,,,,,
Marktallee,73b / Parkplatz,sa,4/11/2015,12:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,d,,711,,36,,,36,,,76,43,,,,
Am Roggenkamp,192,sa,4/11/2015,13:00,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ms,,681,,14,,,,,,61,,,,,
Böttcherstraße,1,sa,4/11/2015,16:00,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,682,,14,,,,,,23,,,,,
Angelmodder Weg,Alter Postweg,sa,4/11/2015,17:25,5,,o,,,,,2,,,,,,1,1,,,,799,,44,,,799,,44,,,,,,64,,,,,
Hochstraße,3,so,4/12/2015,18:15,5,,m,,,,,2,,,,,,,2,,,,21,os,21,ha,,703,,14,,,,,,23,,,,,
Warendorfer Straße,25,mo,4/13/2015,8:25,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,waf,,711,,36,,,,,,49,,,,,
Wevelinghofergasse,ggü. 9,mo,4/13/2015,15:15,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,kle,,711,,36,,,,,,73,,,,,
Von-Stauffenbergstraße,Koldering,mo,4/13/2015,9:15,5,,o,,,,,1,,,,,,,,1,,,44,rs,,,,141,,49,,,,,,58,,,,,
Soester Straße,59,mo,4/13/2015,18:40,5,,m,,,,,2,,,,,,,2,,,,21,ol,21,ms,,501,,14,,,,,,45,,,,,
Kappenberger Damm,5,mo,4/13/2015,7:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,24,,,,,
Rudolf-Diesel-Straße,1,mo,4/13/2015,8:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,601,,14,,,,,,28,,,,,
Catharina-Müller-Straße,Parkplatz Rewe,mo,4/13/2015,18:44,5,,o,,,,,2,,,,,,,2,,,,21,hd,21,st,,703,,45,,,,,,46,,,,,
Kardinal-von-Galen-Ring,Vesaliusweg,mo,4/13/2015,7:30,5,,m,,,,,2,,,,,,,2,,,,21,hsk,21,ms,,231,,14,,,,,,25,,,,,
Adolf-Schmidt-Straße,Zufahrt UKM,mo,4/13/2015,7:28,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,602,,14,,,,,,28,,,,,
Roxeler Straße,Dorffeldstraße,mo,4/13/2015,8:05,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,coe,,601,,14,,,,,,47,,,,,
Coburger Straße,Rigaweg,mo,4/13/2015,7:55,5,,m,,,,,2,,,,,,,1,1,,,44,ms,21,ms,,141,,14,,,,,,50,,,,,
Roggenmarkt,Neubrückenstraße,mo,4/13/2015,11:55,5,,m,,,,,2,,,,,,,1,,1,,33,ms,21,ms,,211,,14,,,,,,60,,,,,
Stehrweg,15,mo,4/13/2015,6:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,631,,37,,,,,1,24,,,,,
Osttor,70,mo,4/13/2015,13:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,p,,631,,37,,,,,,24,,,,,
Düesbergweg,31,mi,3/11/2015,7:20,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,er,,501,,14,,,,,,40,,,,,
Roxeler Straße,Schelmenstiege,mi,3/25/2015,7:25,5,,a,,,,,2,,,,,,,1,1,,,40,coe,21,coe,,301,,31,,,,,1,60,,,,,
Amelsbürener Straße,Hoffmann-von-Fallersleben-Weg,mo,3/30/2015,10:20,5,,a,,,,,2,,,,,,,2,,,,21,ge,21,ms,,303,,27,,,,,1,77,,,,,
Lingener Straße,3,di,3/31/2015,8:51,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,48,,,,,
Von-Steuben-Straße,Tankstelle ,mi,4/1/2015,2:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2,1,?,,,,,
Heroldstraße,19 / Bahnübergang,mi,4/1/2015,13:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,1,46,,,,,
Grevener Straße,Haltestelle Dreifaltigkeitskirche,mi,4/1/2015,12:25,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,coe,,631,,26,,,,,1,23,,,,,
Bremer Platz,9,mi,4/1/2015,17:55,5,,z,,,,,2,,,,,,,1,1,,,40,ms,21,do,,501,,14,,,,,1,24,,,,,
Rudolf-Diesel-Straße,Parkplatz TÜV,mi,4/1/2015,13:19,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,36,,,,,
Weseler Straße,Spinne FR BAB,mi,4/1/2015,18:55,5,,z,,,,,3,,,,,,,3,,,,21,hh,21,coe,,612,,14,,,,,1,32,,,,,
Weseler Straße,Koldering,mi,4/1/2015,10:17,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,bor,,201,,14,,,,,1,74,,,,,
Hamannplatz,29a / parkplatz,mi,4/1/2015,11:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,1,74,,,,,
Koldering,55,do,4/2/2015,18:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,45,,,,,
Hafenstraße,30,do,4/2/2015,17:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,26,,,,,
Warendorfer Straße,Parkplatz Kaufpark,do,4/2/2015,18:05,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,86,,,,,
Engelenschanze,Parkhaus,do,4/2/2015,16:45,5,,z,,,,,2,,,,,,,2,,,,21,of,21,bor,,703,,14,,,,,,45,,,,,
Hogenbergstraße,14,do,4/2/2015,15:35,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,30,,,,,
Hammer Straße,455 / Parkplatz,do,4/2/2015,11:40,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,55,,,,,
Weseler Straße,Harkortstraße,do,4/2/2015,8:05,5,,z,,,,,2,,,,,,,1,1,,,51,kyf,21,te,,252,,14,,,,,1,47,,,,,
Dingbängerweg,225,fr,4/3/2015,0:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,hb,,682,,11,,,,2/3,1/5,23,,,,,
Warendorfer Straße,148 / Parkplatz,sa,4/4/2015,12:35,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,75,,,,,
Bremer Platz,26,sa,4/4/2015,14:15,5,,z,,,,,2,,,,,,,2,,,,21,lip,21,ms,,711,,36,,,,,,24,,,,,
Berliner Platz,32,sa,4/4/2015,13:50,5,,z,,,,,1,,,,,,,,1,,,51,wi,,,,711,,36,,,,,,41,,Stadt,,,
Warendorfer Straße,189 / Parkplatz,sa,4/4/2015,10:11,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,73,,,,,
Holtmannsweg,k.v. Bahnübergang,so,4/5/2015,22:28,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,712,,36,,,,3,,79,,,,,
Virnkamp,9,di,4/7/2015,9:25,5,,z,,,,,2,,,,,,,1,1,,,46,st,21,ms,,501,,14,,,,,,30,,,,,
Hansaring,Dortmunder Straße,di,4/7/2015,18:25,5,,z,,,,,2,,,,,,,2,,,,21,st,21,ms,,231,,14,,,,,,33,,,,,
Roxeler Straße,416 / Parkplatz ,mo,3/30/2015,14:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,re,,703,,14,,,,,1,77,,,,,
Hammer Straße,281,mo,3/30/2015,10:25,5,,z,,,,,2,,,,,,,,2,,,40,b,40,un,,601,,14,82,,,,,21,,,,,
Weseler Straße,113,mo,3/30/2015,12:25,5,,z,,,,,2,,,,,,,1,1,,,46,st,21,ms,,711,,36,,,,,1,31,,,,,
Hafenstraße,Friedrich-Ebert-Straße,mo,3/30/2015,16:50,5,,a,,,,,2,,1,j,,,,1,,,,21,wes,71,,,243,,35,,,,,1,22,,,,,
Clemens-August-Platz,8,mo,3/30/2015,15:20,5,,z,,,,,2,,,,,,,1,1,,,40,nms,21,ms,,711,,36,,,,,,47,,,,,
Siemensstraße,58,mo,3/30/2015,13:40,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,40,,,,,
Düesbergweg,10,mo,3/30/2015,10:10,5,,z,,,,,2,,,,,,,1,1,,,40,ms,21,m,,709,,36,,,,,,34,,,,,
Albersloher Weg,Paul-Erhardt-Weg,mo,3/30/2015,18:45,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,ms,,633,,26,,,,,,47,,,,,
Buldernweg,25,mo,3/9/2015,20:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,2/3,,53,,,,,
Geringhoffstraße,49,di,3/31/2015,14:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,,,
Weseler Straße,575,mo,4/13/2015,14:50,3,,,,,,1,2,,,,,,,2,,,,21,coe,21,waf,,633,,26,,,,,,50,19,,,,
Goldstraße,85,do,3/12/2015,3:50,5,X,,,,,,2,1,1,n,,,,,,,,81,,71,,,421,,69,,,,2/3,,F,54,,,,
Junkerstraße,10,mi,3/25/2015,8:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,701,,49,,,,,1,F,,,,,
Hohenzollernring,12,do,3/12/2015,13:25,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,st,,703,,36,,,,,,77,,,,,
Homannstraße,Zum Erlenbusch,sa,3/14/2015,11:30,3,,,,,,1,3,,,,,,,3,,,,21,ms,21,ms,,321,,37,,,,,,83,32,,,,
Mecklenbecker Straße,275,mi,4/15/2015,15:05,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,373,,37,,,,,,15,29,,,,
Kappenberger Damm,Buldernweg,do,3/19/2015,14:45,3,,,,,,2,2,,,,,,,2,,,,21,coe,21,ms,,601,,49,,,,,,18,20,,,,
Westfalenstraße,Glasuritstraße,mi,4/15/2015,19:05,3,,,,,,2,2,,,,,,2,,,,,11,waf,11,ms,,211,,35,,,,,,24,44,,,,
Piusallee,24,mi,3/4/2015,10:20,5,X,,,,,,2,,,,,,,2,,,,21,PL,21,ms,,594,,37,,,,,,F,,,,,
Beethovenstraße,1,mo,3/16/2015,19:00,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,701,,14,,,,1,,F,,,,,
Hammer Straße,Grevingstraße,mi,4/15/2015,8:00,3,,,,,,1,2,,1,n,,,,1,,,,21,st,71,,,241,,35,,,,,,55,50,,,,
Am Mittelhafen,,mi,4/1/2015,9:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Hummelbrink,1,di,3/17/2015,7:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,43,,,,,
Lechterstraße,Höhe Grundschule,fr,3/13/2015,13:00,5,X,,,,,,2,,,,,,,1,1,,,46,sls,21,ms,,501,,49,,,,,,60,,,,,
Cheruskerring,Kanalstraße,do,3/12/2015,16:10,3,,,,,,1,2,,1,n,,,,,1,,,40,ms,71,,,244,,35,,,10,,,61,72,,,,
Westfalenstraße,109,mi,3/11/2015,14:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,wi,,701,,49,,,,,,F,,,,,
Friedrich-Ebert-Straße,167,di,3/24/2015,18:40,6,,,,,,,2,,,,,,,2,,,,21,ms,21,ms,02,601,,37,,,1,1,,30,56,02 AAK = 0.53 mg/l,,,
Fritz-Pütter-Straße,17,mi,3/11/2015,17:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,mz,,799,,49,,,,,,F,,,,,
Am Stadtgraben,Georgskommende,mi,4/8/2015,19:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,641,,26,,,,,,25,,,,,
Hafenstraße,Engelstraße,so,3/15/2015,2:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,waf,,621,,13,14,,,2/3,,18,,,,,
Schlossplatz,Parkplatz,mo,4/6/2015,14:55,5,,a,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,,,12,,Stadt,,,
Hafenstraße,Zw. Den Brücken,fr,3/13/2015,19:35,3,,,,,,1,2,,1,n,,,,1,,,,21,st,71,,,222,,35,,,,2/3,,79,30,,,,
Weseler Straße,Spinne FR BAB,mi,4/1/2015,18:55,3,,,,,,1,4,,,,,,,,4,,,21,hh,21,coe,,621,,14,,,,,1,32,33,,,,
Augustastraße,?,di,3/24/2015,16:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,waf,,701,,14,,,,,,50,,,,,
An der Alten Ziegelei,33 / Parkplatz,di,3/31/2015,12:00,5,X,,,,,,2,,,,,,,2,,,,21,of,21,ms,,581,,45,,,,,1,58,,,,,
