vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Berliner Platz,kleine Bahnhofstraße,sa,1/10/2015,16:40,5,,a,,,,,2,,1,n,,,,1,,,,21,ms,71,,,211,,35,,,,1/3,1,34,-,,,,
Eulerstraße,2 / Parkplatz,di,1/6/2015,7:35,5,X,,,,,,2,,,,,,,1,,,1,92,,21,e,,703,,49,,,,,,F,-,,,,
Südstraße,k.v. Blücherstraße,sa,1/10/2015,23:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,-,,,,
Dyckburgstraße,79,mo,1/12/2015,10:52,5,,a,,,,,2,,,,,,,,2,,,51,ms,46,waf,,681,,49,,,49,,1,42,35,,,,
Kinderhauser Straße,34,fr,1/9/2015,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,-,,,,
An den Loddenbüschen,Höhe Stichstr. An den Loddenbüschen,mo,1/12/2015,20:05,3,,,,,,1,2,,,,,1,,1,,,,01,,21,ms,,302,,28,,,,2/3,,48,22,,,,
Letterhausweg,Letterhausweg,mo,1/12/2015,19:20,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,399,,50,52,,,2/3,1,10,53,,,,
Hammer Straße,Trauttmansdorffstraße,mo,1/12/2015,8:04,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,341,,28,,,,2/3,1,31,42,,,,
Hafenstraße,53,di,1/13/2015,17:50,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,un,,711,,36,,,,2/3,1,57,-,,,,
Davertstraße,258,mo,1/12/2015,12:40,5,,,a,,,,2,,,,,,,1,1,,,40,en,21,coe,,681,,11,,,,,1,65,53,,,,
Am Angelkamp,53,do,1/8/2015,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,NL,,799,,49,,,,,,F,-,,,,
Rektoratsweg,176,do,1/8/2015,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,1,F,-,,,,
Lippstädter Straße,Parkplatz hinter TRYP-Hotel,sa,1/10/2015,23:00,5,X,,,,,,2,,,,,,,,1,,1,92,,40,w,,703,,49,,,,,,F,-,,,,
Haus Uhlenkotten,28 / Parkplatz,do,1/8/2015,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,2/3,1,F,-,,,,
Am Mittelhafen,55,di,1/13/2015,16:45,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,799,,49,,,,1,1,58,-,,,,
Am Angelkamp,53,do,1/8/2015,18:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,2,1,F,-,,,,
Gustav-Stresemann-Weg,Loddenheide,mo,1/12/2015,7:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,1,F,-,,,,
Schloßplatz,Gerichtsstraße,mi,1/14/2015,19:20,2,,,,,1,,2,1,,,,,,1,,,,21,ms,81,,,461,,39,40,,,2/3,1,58,55,,,,
Kerßenbrockstraße,20m h. Gesundheitshaus,di,1/13/2015,5:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,702,,49,,,,1,1,F,-,,,,
Am Nubbenberg,17 / Parkplatz,fr,1/2/2015,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,103,,49,,,,,,F,-,,,,
Sternstraße,Hohenzollernring,mi,1/14/2015,11:00,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,202,,49,,,,,1,54,-,,,,
Kardinal-von-Galen-Ring,10 / Parkplatz,mo,1/5/2015,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,1,F,-,,,,
Wolbecker Straße,11,fr,1/9/2015,21:50,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,2/3,1,F,-,Stadt,,,
Horstmarer Landweg,Corrensstraße,mi,1/14/2015,16:17,5,X,,,,,,2,,,,,,,1,,1,,33,waf,21,st,,302,,28,,,,1,1,36,-,,,,
Loerstraße,16 / Parkhaus,mi,1/14/2015,14:52,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,1,F,-,,,,
Sternstraße,49 / Parkstreifen,mi,1/14/2015,8:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,1,F,-,,,,
Prozessionsweg,16 / Fahrbahnrand,sa,1/3/2015,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,-,,,,
Marktallee,73b / Parkplatz,fr,1/9/2015,19:55,5,,z,,,,,2,,1,n,,,,1,,,,21,ms,71,,,703,,14,,,,2,1,47,-,,,,
Pankokstraße,4,so,1/11/2015,13:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,76,-,,,,
Bertha-von-Suttner-Weg,Höhe Blumen Risse,so,1/11/2015,12:25,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,630,,26,,,,,1,47,-,,,,
Schifffahrter Damm,511,mo,1/12/2015,7:40,5,,z,,,,,2,,,,,,,2,,,,21,PL,21,st,,601,,14,,,,1,1,24,-,,,,
Hanses-Kettler-Straße,Max-Winkelmann-Straße,mo,1/12/2015,10:40,5,,z,,,,,1,,,,,,,,1,,,51,coe,,,,711,,36,,,,,1,36,-,,,,
Geringhoffstraße,10 / Parkplatz,mo,1/12/2015,14:40,5,,z,,,,,1,,,,,,,1,,,,21,coe,,,,711,,36,,,,,1,18,-,,,,
Trauttmansdorffstraße,Auffahrt Hammer Straße FR Hiltrup / unten,mo,1/12/2015,8:30,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,211,,35,,,,1/3,1,60,-,,,,
Düesbergweg,Zufahrt Clemenshospital,mo,1/12/2015,7:50,5,,a,,,,,2,,1,n,,,,,,,1,59,noh,71,,,641,,28,,,,2,1,32,-,,,,
Wolbecker Straße,91,mo,1/12/2015,13:30,5,,z,,,,,3,,,,,,,3,,,,21,ms,21,ms,,501,,14,,,,,1,19,-,,,,
Roxeler Straße,518,mo,1/12/2015,9:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,1,19,-,,,,
Am Stadtgraben,Höhe Schloßplatz,mo,1/12/2015,18:22,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,bo,,601,,14,,,,2,,37,-,,,,
Von-Esmarch-Straße,62 / Parkplatz,mo,1/12/2015,19:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,coe,,711,,36,,,,2,1,58,-,,,,
An der Alten Ziegelei,33 / Parkplatz,di,1/13/2015,16:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,66,-,,,,
Grevener Straße,395 / Ausfahrt Tankstelle,di,1/13/2015,7:30,5,,z,,,,,2,,1,n,,,,1,,,,21,st,71,,,342,,37,,,,1,1,46,-,,,,
Himmelreichallee,Zufahrt LBS,di,1/13/2015,6:35,5,,z,,,,,2,,,,,,,1,1,,,40,b,21,bor,,301,,37,,,,2,1,43,-,,,,
Friedrich-Ebert-Straße,17,di,1/13/2015,11:05,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,44,,,,,1,?,-,,,,
Bertha-von-Suttner-Weg,Parkplatz Marktkauf,di,1/13/2015,19:00,5,,z,,,,,2,,,,,,,2,,,,21,mh,21,me,,703,,14,,,,2,1,32,-,,,,
Am Mittelhafen,30,mi,1/14/2015,15:15,5,,z,,,,,2,,,,,,,1,1,,,46,oh,21,hsk,,590,,14,,,,,1,57,-,,,,
Dortmunder Straße,4,mi,1/14/2015,12:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,51,-,,,,
Grevener Straße,York-Ring,mi,1/14/2015,11:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,1,58,-,,,,
Von-Vincke-Straße,Windthorststraße,mi,1/14/2015,18:20,5,,z,,,,,2,,,,,,,1,1,,,21,st,40,ms,,631,,26,,,,2,1,45,-,,,,
Wolbecker Straße,57 / Innenhof,mo,1/5/2015,15:40,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,701,,14,,,,,,31,-,,,,
Hansaring,59,fr,1/9/2015,17:20,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,799,,83,,,,2/3,1,46,-,,,,
Albachtener Straße,91,fr,1/9/2015,9:30,5,,o,,,,,2,,,,,,,1,,,1,59,ms,21,ge,,799,,83,,,,,,?,-,,,,
Hansestraße,33,fr,1/9/2015,17:10,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,732,,88,,,,2/3,,31,-,,,,
Hammer Straße,Höhe Preussen Stadion,fr,1/9/2015,11:30,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,602,,14,,,,,1,48,-,,,,
Weseler Straße,Höhe BAB Unterführung,fr,1/9/2015,7:35,5,,m,,,,,3,,,,,,,3,,,,21,coe,21,ms,,611,,14,,,,2,,53,-,,,,
Westfalenstraße,218 / Parkplatz,sa,1/10/2015,12:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,1,75,-,,,,
Weseler Straße,577 / Parkplatz,sa,1/10/2015,16:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,582,,45,,,,2,1,33,-,,,,
Eulerstraße,8 / Recyclinghof,sa,1/10/2015,16:10,5,,o,,,,,1,,,,,,,,1,,,40,m,,,,703,,14,,,,,1,27,-,Stadt,,,
Lindenallee,30 / Privatgrundstück,mo,1/12/2015,13:55,5,,o,,,,,1,,,,,,,1,,,,21,nrw,,,,703,,14,,,,,,60,-,,,,
Diepenbrockstraße,Zumsandestraße,mo,1/12/2015,8:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,bi,,701,,14,,,,1,1,47,-,,,,
Wolbecker Straße,Schaumburgstraße,mo,1/12/2015,17:25,5,,m,,,,,1,,,,,,,1,,,,21,te,,,,169,,14,,,,2/3,1,53,-,,,,
Hüfferstraße,Himmelreichallee,mo,1/12/2015,12:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,nrw,,201,,14,,,,,1,47,-,,,,
Ronnebergstraße,47,mo,1/12/2015,14:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,30,-,,,,
Wulfertstraße,60 / Parkplatz,mo,1/12/2015,14:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,57,-,,,,
Coerdestraße,45,mo,1/12/2015,13:15,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,501,,14,,,,,1,23,-,,,,
Raesfeldstraße,Höhe Dettenstraße,mo,1/12/2015,12:45,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,502,,14,,,,,1,23,-,,,,
Ostmarkstraße,Kaiser-Wilhelm-Ring,mo,1/12/2015,13:30,5,,m,,,,,1,,,,,,,1,,,,21,waf,,,,121,,49,,,,,1,55,-,,,,
Hammer Straße,18,mo,1/12/2015,18:55,5,,m,,,,,2,,,,,,,2,,,,21,hl,21,her,,501,,14,,,,2,,34,-,,,,
Windthorststraße,Von-Vincke-Straße,di,1/13/2015,19:55,5,,m,,,,,2,,,,,,,2,,,,21,lev,21,waf,,252,,14,,,,2,1,25,-,,,,
Kiesekampsmühle,Am Mittelhafen,di,1/13/2015,9:05,5,,o,,,,,2,,,,,,,1,1,,,44,so,21,st,,591,,14,,,,,1,26,-,,,,
Albersloher Weg,Willy-Brandt-Weg,di,1/13/2015,6:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,621,,14,,,,2,1,29,-,,,,
Robert-Bosch-Straße,Höhe AS B 51,di,1/13/2015,9:50,5,,,m,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,1,25,-,,,,
Düesbergweg,124 / Parkhaus,di,1/13/2015,15:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,41,-,,,,
Scharnhorststraße,79,di,1/13/2015,20:31,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,2/3,1,33,-,,,,
Burgstraße,,di,1/13/2015,18:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,1,33,-,,,,
Kellermannstraße,Raesfeldstraße,di,1/13/2015,6:45,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,594,,14,,,,2/3,1,33,-,,,,
Nevinghoff,25 / Parkplatz,di,1/13/2015,10:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,f,,703,,36,,,,,1,21,-,,,,
Friedensstraße,,di,1/13/2015,17:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,1,51,-,,,,
Matthäuskirchweg,3,di,1/13/2015,14:10,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,b,,594,,14,,,,,1,29,-,,,,
Kappenberger Damm,120,di,1/13/2015,16:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,711,,36,,,,,1,25,-,,,,
Rigaweg,14,di,1/13/2015,16:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,57,-,,,,
Dahlweg,96,di,1/13/2015,10:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,322,,37,,,,,1,69,-,,,,
Warendorfer Straße,401,mi,1/14/2015,13:50,5,,m,,,,,2,,,,,,,2,,,,21,vs,21,m,,601,,14,,,,,1,20,-,,,,
Dülmener Straße,Höhe Einfahrt Netto,mi,1/14/2015,10:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,19,-,,,,
Rüschhausweg,Parkplatz Kaufpark,mi,1/14/2015,9:45,5,,o,,,,,1,,,,,,,1,,,,21,waf,,,,703,,36,,,,,1,32,-,Stadt,,,
Schwelingstraße,Schaumburgstraße,mi,1/14/2015,15:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,501,,14,,,,,1,56,-,,,,
Hohenzollernring,72,mi,1/14/2015,13:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,651,,14,,,,,1,49,-,,,,
B 51,Abfahrt Wolbecker Straße,mi,1/14/2015,16:52,5,,,m,,,,2,,,,,,,1,1,,,51,NL,21,ms,,641,,26,,,,,,49,-,,,,
Am Max-Klemens-Kanal,Sprakeler Heide,mi,1/14/2015,18:20,5,,,o,,,,1,,,,,,,1,,,,21,st,,,,751,,0,,86,,2,1,35,-,,,,
Hülshoffstraße,Zufahrt B 54 FR MS,mi,1/14/2015,18:00,5,,,m,,,,2,,,,,,,2,,,,21,st,21,ms,,231,,35,,,,2/3,1,42,-,,,,
Heekweg,Dieckmannstraße,mi,1/14/2015,18:21,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,141,,14,,,,2/3,1,54,-,,,,
Einsteinstraße,Orleans-Ring,mi,1/14/2015,21:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,201,,35,,,,2,1,25,-,,,,
Boeselagerstraße,Mecklenbecker Straße,mi,1/14/2015,8:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,1,1,66,-,,,,
B 51,Abfahrt Warendorfer Straße / ausw.,mi,1/14/2015,6:25,5,,,m,,,,2,,,,,,,1,1,,,21,ms,46,ms,,631,,26,,,,2/3,1,35,-,,,,
Koburger Weg,11,mi,1/14/2015,14:10,5,,o,,,,,2,,,,,,,2,,,,21,ham,21,el,,711,,36,,,,,1,25,-,,,,
AS Nienberge,B 54 / FR MS,do,1/15/2015,15:55,5,,,a,,,,1,,,,,,,1,,,,21,coe,,,,101,,13,,,,,,22,-,,,,
Am Angelkamp,OU Wolbeck / L 585n,do,1/14/2015,22:56,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,121,,13,49,,,2,1,19,-,,,,
Erbdrostenweg,Albersloher Weg,mi,1/14/2015,7:40,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,1,1,50,-,,,,
Weseler Straße,103,mi,1/14/2015,17:30,5,,z,,,,,2,,,,,,,2,,,,21,un,21,ms,,621,,14,,,,2,1,47,-,,,,
Warendorfer Straße,563,do,1/15/2015,17:40,5,,z,,,,,2,,,,,,,2,,,,21,d,21,waf,,611,,14,,,,2,1,50,-,,,,
Friedrich-Ebert-Straße,137,do,1/15/2015,17:09,5,,a,,,,,2,,1,n,,,,1,,,,21,ler,71,,,244,,35,,,,2,1,34,-,,,,
Bernhard-Ernst-Straße,7 / Parkplatz,do,1/15/2015,20:12,5,,z,,,,,2,,,,,,,2,,,,21,bor,21,ms,,711,,36,,,,2,1,20,-,,,,
Nieberdingstraße,12 / Parkplatz,do,1/15/2015,16:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,57,-,,,,
Steinfurter Straße,Wilkinghege,do,1/15/2015,7:35,5,,,z,,,,2,,,,,,,2,,,,21,st,21,coe,,601,,14,,,,2,1,23,-,,,,
Roxeler Straße,416 / Parkplatz ,do,1/15/2015,9:15,5,,a,,,,,2,,,,,,,2,,,,21,do,21,ms,,703,,27,,,,,1,59,-,,,,
Pottkamp,18,do,1/15/2015,7:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,be,,711,,36,,,,1,1,23,-,,,,
Wolbecker Straße,37,do,1/15/2015,15:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,46,-,,,,
Warendorfer Straße,k.h. Skageragkstraße,do,1/15/2015,18:35,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2,1,20,-,,,,
Steinfurter Straße,136,do,1/15/2015,19:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,37,,,,1,1,45,-,,,,
Dortmunder Straße,11,fr,1/16/2015,14:00,5,,z,,,,,2,,,,,,,1,1,,,51,ni,21,SK,,501,,14,,,,,,41,-,,,,
Westhoffstraße,Grevener Straße,fr,1/16/2015,7:30,5,,a,,,,,2,,,,,,,2,,,,21,gt,21,coe,,301,,31,,,,,,28,-,,,,
Kardinal-von-Galen-Ring,Torminbrücke,fr,1/16/2015,12:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,un,,641,,26,,,,,,53,-,,,,
Hohenzollernring,72 / Parkplatz,fr,1/16/2015,10:30,5,,z,,,,,3,,,,,,,3,,,,21,coe,21,ms,,703,,14,,,,,,68,-,,,,
Am Kanonengraben,13,fr,1/16/2015,6:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,lip,,501,,14,,,,2/3,,29,-,,,,
Blumenstraße,1,fr,1/16/2015,18:20,5,,z,,,,,2,,,,,,,2,,,,21,bor,21,coe,,799,,44,,,,,,20,-,,,,
Kanalstraße,15,fr,1/16/2015,9:52,5,,a,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,202,,35,,,,,,20,-,,,,
Weseler Straße,Parkplatz Poco,sa,1/17/2015,13:20,5,,z,,,,,2,,,,,,,2,,,,21,st,21,waf,,711,,36,,,,,,55,-,,,,
Breul,21 / Zufahrt Hinterhof,sa,1/17/2015,14:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,waf,,601,,14,,,,,,33,-,,,,
Warendorfer Straße,Werse 18 - 20,sa,1/17/2015,18:12,5,,,z,,,,2,,,,,,,2,,,,21,ms,21,coe,,611,,14,,,,2,,18,-,,,,
Schifffahrter Damm,k.v Königsberger Straße FR MS,so,1/18/2015,18:40,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2/3,,37,-,,,,
Dahlweg,77,so,1/18/2015,20:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2/3,,18,-,,,,
Hiltruper Straße,Zumbuschstraße,do,1/8/2015,12:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,201,,14,,,,,1,34,-,,,,
Weseler Straße,Mersmannsstiege,fr,1/9/2015,19:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,652,,37,,,,1,1,24,-,,,,
Weseler Straße,303a,fr,1/9/2015,18:46,5,,m,,,,,2,,,,,,,2,,,,21,do,21,hg,,623,,14,,,,2,1,23,-,,,,
Asbeckweg,101,fr,1/9/2015,15:35,5,,o,,,,,1,,,,,,,,1,,,44,ms,,,,141,,14,,,,,,49,-,,,,
Germania Campus,Einfahrt Tiefgarage,fr,1/9/2015,16:15,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,122,,14,,,,1,1,31,-,,,,
Schifffahrter Damm,Parkplatz Tedox,fr,1/9/2015,14:30,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,703,,14,,,,,,54,-,,,,
Albersloher Weg,Theodor-Scheiwe-Straße,mo,1/12/2015,17:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,231,,14,,,,2/3,,34,-,,,,
Münzstraße,Schloßplatz,mi,1/14/2015,20:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,651,,14,,,,2/3,1,57,-,,,,
Heroldstraße,ggü. 43,mi,1/14/2015,19:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2/3,1,58,-,,,,
Servatiiplatz,FR Von-Vincke-Straße,do,1/15/2015,19:31,5,,o,,,,,1,,,,,,,1,,,,21,st,,,,141,,13,49,,,2,1/5,42,-,Stadt,,,
B 54,zw. Nienberge u. Altenberge,do,1/15/2015,18:00,5,,,m,,,,2,,,,,,,2,,,,21,un,21,ms,,601,,14,,,,2,1,43,-,,,,
Bergiusstraße,5,do,1/15/2015,8:24,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,799,,45,,,,,1,?,-,,,,
Bonhoefferstraße,Weseler Straße,do,1/15/2015,17:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,2,1,18,-,,,,
Kappenberger Damm,Gut Insel,do,1/15/2015,8:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,,1,18,-,,,,
Steinfurter Straße,Wilkinghege,do,1/15/2015,7:20,5,,,m,,,,2,,,,,,,2,,,,21,ah,21,st,,623,,14,,,,2,1,20,-,,,,
Gartenstraße,88 / Tiefgarage,do,1/15/2015,11:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,80,-,,,,
Rudolf-Diesel-Straße,Parkplatz Fa. Silvabikes,do,1/15/2015,17:15,5,,o,,,,,2,,,,,,1,1,,,,21,ms,11,ms,,711,,36,,,,2,1,48,-,,,,
Hansellerstraße,Leiferdingweg,do,1/15/2015,23:15,5,,,o,,,,1,,,,,,,1,,,,21,st,,,,751,,0,,86,,2,1,48,-,,,,
Westfalenstraße,132 / Parkplatz,do,1/15/2015,10:41,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,36,,1,40,24,,,,
Am Dornbusch,12,do,1/15/2015,18:27,5,,m,,,,,1,,,,,,,1,,,,21,coe,,,,141,,49,,,,2,1,73,-,Stadt,,,
Dülmener Straße,33,do,1/15/2015,14:07,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,611,,14,,,,,1,22,-,,,,
Bergstraße,29,do,1/15/2015,13:00,5,,m,,,,,2,,1,P,,,,1,,,,21,ms,71p,,,711,,36,,,,,1,78,-,,,,
Germania Campus,Tiefgarage,fr,1/16/2015,16:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,18,-,,,,
Dieckmannstraße,69,fr,1/16/2015,14:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,hf,,141,,49,,,,,,18,-,,,,
Landoisstraße,1,fr,1/16/2015,7:00,5,,m,,,,,2,,,,,,,,2,,,40,waf,44,waf,,711,,36,,,,2,,47,-,,,,
Bismarckallee,1,fr,1/16/2015,18:10,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,ms,,501,,14,,,,2,,12,-,,,,
Loddenheide,5 / Parkplatz,fr,1/16/2015,17:45,5,,m,,,,,2,,,,,,,1,1,,,40,waf,21,b,,703,,36,,,,2,,?,-,,,,
Hammer Straße,Münstermannweg,fr,1/16/2015,18:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2,,?,-,,,,
Schaumburgstraße,11,fr,1/16/2015,11:10,5,,o,,,,,2,,,,,,,2,,,,21,un,21,ms,,711,,36,,,,,,23,-,,,,
Steinfurter Straße,Johann-Krane-Weg,fr,1/16/2015,10:40,5,,m,,,,,2,,,,,,,2,,,,21,st,21,st,,711,,36,,,,,,36,-,,,,
Wermelingstraße,Ulrichstraße,fr,1/16/2015,9:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,44,-,,,,
Gasselstiege,23,fr,1/16/2015,12:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,wes,,501,,14,,,,,,38,-,,,,
Holsteiner Straße,Schnorrenburg,fr,1/16/2015,19:15,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,2,,51,-,,,,
Albert-Schweitzer-Straße,Höhe Parkhaus,sa,1/17/2015,6:50,5,,o,,,,,2,,,,,,,2,,,,21,bor,21,st,,711,,36,,,,,,24,-,,,,
Johann-Krane-Weg,Zufahrt BurgerKing,sa,1/17/2015,13:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,301,,37,,,,,,42,-,,,,
York-Ring,Steinfurter Straße,sa,1/17/2015,17:25,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,231,,14,,,,2,,21,-,,,,
Schifffahrter Damm,30 / Ausfahrt Tankstelle,sa,1/17/2015,19:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,301,,37,,,,2,,55,-,,,,
Albersloher Weg,ggü. 33,sa,1/17/2015,6:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,2/3,,62,-,,,,
Bahnhofstraße,5,sa,1/17/2015,18:10,5,,o,,,,,2,,,,,,,1,,,1,59,ms,21,coe,,501,,14,,,,2,,22,-,,,,
Warendorfer Straße,Höhe LZA Umgehungsstraße einw.,sa,1/17/2015,21:10,5,,,m,,,,2,,,,,,,1,1,,,40,bor,21,waf,,711,,36,,,,2,,32,-,,,,
Welsingheide,10,so,1/18/2015,18:15,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,711,,36,,,,2,,36,-,,,,
Weseler Straße,Höhe Wiedehagen,mo,1/19/2015,0:30,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,60,-,,,,
Hammer Straße,Siemensstraße,do,1/15/2015,7:30,3,,,,,,1,2,1,,,,,,1,,,,21,ms,81,,,461,,39,40,,,2/3,1,27,16,,,,
Albersloher Weg,650,do,1/15/2015,17:38,2,,,,,1,,3,2,,,,,,,1,,,81,,81,,,411,,64,63,,64,2,1,50,11,,,,
Idenbrockplatz,Parkplatz,do,1/15/2015,10:40,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,os,,703,,36,,,,,1,75,-,,,,
